id,dataset_source,source_split,source_metadata_csv,source_image_path,image_path,image_file,width,height,aadb_score,aadb_relative_path,ava_mean_score,ava_vote_1,ava_dist_1,ava_vote_2,ava_dist_2,ava_vote_3,ava_dist_3,ava_vote_4,ava_dist_4,ava_vote_5,ava_dist_5,ava_vote_6,ava_dist_6,ava_vote_7,ava_dist_7,ava_vote_8,ava_dist_8,ava_vote_9,ava_dist_9,ava_vote_10,ava_dist_10,nima_mean_score,nima_unit_score,rgnet_score,alamp_score,available_models,weighted_aesthetic_score,balanced_comparison_score,score_delta_primary_minus_comparison,rank_primary,rank_comparison,rank_delta_primary_minus_comparison,primary_rank_percentile,selection_bucket,selected,teacher_subset_bucket,teacher_subset_id
ava__train__771080.jpg__276f2cdf,ava,train,data/processed/ava/train.csv,data/raw/ava/images/771080.jpg,/home/omen_pc1/ava/images/771080.jpg,771080.jpg,444,720,,,5.611002,2.0,0.003929,2.0,0.003929,19.0,0.037328,58.0,0.113949,166.0,0.32613,150.0,0.294695,78.0,0.153242,25.0,0.049116,5.0,0.009823,4.0,0.007859,6.29555,0.588394,0.412878,0.438927,"['alamp', 'nima', 'rgnet']",0.443454,0.449625,-0.006171,2286,2292,-6,0.7616666666666667,rejected_low,False,rejected_low,teacher__165__ava__771080.jpg__5c814eda
ava__val__561740.jpg__66ba9af7,ava,val,data/processed/ava/val.csv,data/raw/ava/images/561740.jpg,/home/omen_pc1/ava/images/561740.jpg,561740.jpg,720,614,,,6.34375,0.0,0.0,0.0,0.0,1.0,0.007812,5.0,0.039062,21.0,0.164062,50.0,0.390625,30.0,0.234375,17.0,0.132812,2.0,0.015625,2.0,0.015625,5.650545,0.516727,0.373132,0.448888,"['alamp', 'nima', 'rgnet']",0.42537,0.424974,0.000396,2496,2591,-95,0.8316666666666667,rejected_low,False,rejected_low,teacher__166__ava__561740.jpg__b4ebf98b
ava__train__37042.jpg__0596c80b,ava,train,data/processed/ava/train.csv,data/raw/ava/images/37042.jpg,/home/omen_pc1/ava/images/37042.jpg,37042.jpg,600,459,,,6.175676,0.0,0.0,0.0,0.0,4.0,0.027027,10.0,0.067568,35.0,0.236486,45.0,0.304054,26.0,0.175676,17.0,0.114865,11.0,0.074324,0.0,0.0,5.818929,0.535437,0.594281,0.462503,"['alamp', 'nima', 'rgnet']",0.522508,0.532743,-0.010235,1115,988,127,0.3713333333333333,middle_near_miss,False,middle_near_miss,teacher__167__ava__37042.jpg__275c5458
ava__train__867456.jpg__3c9be29b,ava,train,data/processed/ava/train.csv,data/raw/ava/images/867456.jpg,/home/omen_pc1/ava/images/867456.jpg,867456.jpg,534,800,,,5.313726,2.0,0.009804,4.0,0.019608,12.0,0.058824,28.0,0.137255,83.0,0.406863,36.0,0.176471,24.0,0.117647,10.0,0.04902,3.0,0.014706,2.0,0.009804,6.044269,0.560474,0.560046,0.683541,"['alamp', 'nima', 'rgnet']",0.621836,0.609508,0.012328,271,300,-29,0.09,selected_high,True,selected_high,teacher__168__ava__867456.jpg__eee86404
ava__train__682044.jpg__b77ee27c,ava,train,data/processed/ava/train.csv,data/raw/ava/images/682044.jpg,/home/omen_pc1/ava/images/682044.jpg,682044.jpg,720,647,,,5.351351,0.0,0.0,3.0,0.016216,6.0,0.032432,23.0,0.124324,78.0,0.421622,52.0,0.281081,15.0,0.081081,5.0,0.027027,3.0,0.016216,0.0,0.0,5.646915,0.516324,0.509589,0.412332,"['alamp', 'nima', 'rgnet']",0.461634,0.471696,-0.010062,2031,1950,81,0.6766666666666666,middle_near_miss,False,middle_near_miss,teacher__169__ava__682044.jpg__a93dac99
ava__train__831461.jpg__3a0118df,ava,train,data/processed/ava/train.csv,data/raw/ava/images/831461.jpg,/home/omen_pc1/ava/images/831461.jpg,831461.jpg,640,427,,,3.984375,12.0,0.0625,20.0,0.104167,31.0,0.161458,60.0,0.3125,43.0,0.223958,18.0,0.09375,7.0,0.036458,1.0,0.005208,0.0,0.0,0.0,0.0,5.517592,0.501955,0.506104,0.463911,"['alamp', 'nima', 'rgnet']",0.484593,0.488604,-0.004011,1646,1647,-1,0.5483333333333333,middle_near_miss,False,middle_near_miss,teacher__170__ava__831461.jpg__9d9d002c
aadb__val__farm1_329_20260447712_1bb50f84cc_b.jpg__7eaea7c0,aadb,val,data/processed/aadb/val.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_329_20260447712_1bb50f84cc_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_329_20260447712_1bb50f84cc_b.jpg,farm1_329_20260447712_1bb50f84cc_b.jpg,1024,685,0.35,farm1_329_20260447712_1bb50f84cc_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.144911,0.460546,0.52986,0.559735,"['alamp', 'nima', 'rgnet']",0.537866,0.531413,0.006453,919,1007,-88,0.306,middle_near_miss,False,middle_near_miss,teacher__171__aadb__farm1_329_20260447712_1bb50f84cc_b.jpg__8025e6e9
ava__train__924964.jpg__15572aa1,ava,train,data/processed/ava/train.csv,data/raw/ava/images/924964.jpg,/home/omen_pc1/ava/images/924964.jpg,924964.jpg,562,784,,,6.477778,1.0,0.005556,0.0,0.0,2.0,0.011111,10.0,0.055556,24.0,0.133333,60.0,0.333333,48.0,0.266667,19.0,0.105556,9.0,0.05,7.0,0.038889,5.659647,0.517739,0.620778,0.476807,"['alamp', 'nima', 'rgnet']",0.538489,0.547734,-0.009245,913,826,87,0.304,middle_near_miss,False,middle_near_miss,teacher__172__ava__924964.jpg__6910f393
ava__test__3151.jpg__78403c78,ava,test,data/processed/ava/test.csv,data/raw/ava/images/3151.jpg,/home/omen_pc1/ava/images/3151.jpg,3151.jpg,640,480,,,5.45768,2.0,0.00627,8.0,0.025078,31.0,0.097179,55.0,0.172414,67.0,0.210031,78.0,0.244514,39.0,0.122257,22.0,0.068966,12.0,0.037618,5.0,0.015674,5.682323,0.520258,0.550328,0.444704,"['alamp', 'nima', 'rgnet']",0.494509,0.503568,-0.009059,1515,1428,87,0.5046666666666667,middle_near_miss,False,middle_near_miss,teacher__173__ava__3151.jpg__91601971
aadb__val__farm1_344_19649388044_e0a6d08b42_b.jpg__a23e834f,aadb,val,data/processed/aadb/val.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_344_19649388044_e0a6d08b42_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_344_19649388044_e0a6d08b42_b.jpg,farm1_344_19649388044_e0a6d08b42_b.jpg,1024,680,0.7,farm1_344_19649388044_e0a6d08b42_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.120579,0.457842,0.530685,0.435942,"['alamp', 'nima', 'rgnet']",0.476029,0.481861,-0.005832,1796,1759,37,0.5983333333333334,middle_near_miss,False,middle_near_miss,teacher__174__aadb__farm1_344_19649388044_e0a6d08b42_b.jpg__05c1c6e4
ava__train__540024.jpg__cc389340,ava,train,data/processed/ava/train.csv,data/raw/ava/images/540024.jpg,/home/omen_pc1/ava/images/540024.jpg,540024.jpg,640,392,,,5.158333,0.0,0.0,0.0,0.0,4.0,0.033333,17.0,0.141667,66.0,0.55,26.0,0.216667,5.0,0.041667,0.0,0.0,2.0,0.016667,0.0,0.0,5.717685,0.524187,0.483036,0.549875,"['alamp', 'nima', 'rgnet']",0.520571,0.515944,0.004627,1143,1246,-103,0.3806666666666666,middle_near_miss,False,middle_near_miss,teacher__175__ava__540024.jpg__6542f8d5
aadb__train__farm1_374_20018733649_e62e43330f_b.jpg__aa918fb9,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_374_20018733649_e62e43330f_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_374_20018733649_e62e43330f_b.jpg,farm1_374_20018733649_e62e43330f_b.jpg,1024,768,0.15,farm1_374_20018733649_e62e43330f_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.655974,0.51733,0.476272,0.371915,"['alamp', 'nima', 'rgnet']",0.428199,0.440688,-0.012489,2463,2403,60,0.8206666666666667,rejected_low,False,rejected_low,teacher__176__aadb__farm1_374_20018733649_e62e43330f_b.jpg__336613ab
aadb__train__farm1_454_20188212845_aa4244c4fa_b.jpg__e3fc55e8,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_454_20188212845_aa4244c4fa_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_454_20188212845_aa4244c4fa_b.jpg,farm1_454_20188212845_aa4244c4fa_b.jpg,1024,820,0.55,farm1_454_20188212845_aa4244c4fa_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.887278,0.543031,0.637108,0.574888,"['alamp', 'nima', 'rgnet']",0.59659,0.598108,-0.001518,413,367,46,0.1373333333333333,selected_high,True,selected_high,teacher__177__aadb__farm1_454_20188212845_aa4244c4fa_b.jpg__a753aa6e
ava__train__605719.jpg__f6f2bd77,ava,train,data/processed/ava/train.csv,data/raw/ava/images/605719.jpg,/home/omen_pc1/ava/images/605719.jpg,605719.jpg,429,640,,,4.728682,0.0,0.0,2.0,0.015504,9.0,0.069767,41.0,0.317829,53.0,0.410853,21.0,0.162791,1.0,0.007752,1.0,0.007752,1.0,0.007752,0.0,0.0,5.619576,0.513286,0.331719,0.412772,"['alamp', 'nima', 'rgnet']",0.390402,0.391375,-0.000973,2792,2841,-49,0.9303333333333332,rejected_low,False,rejected_low,teacher__178__ava__605719.jpg__8d0f35ac
ava__val__402813.jpg__4a2509bf,ava,val,data/processed/ava/val.csv,data/raw/ava/images/402813.jpg,/home/omen_pc1/ava/images/402813.jpg,402813.jpg,640,468,,,6.134426,1.0,0.003279,5.0,0.016393,16.0,0.052459,28.0,0.091803,61.0,0.2,69.0,0.22623,59.0,0.193443,37.0,0.121311,18.0,0.059016,11.0,0.036066,6.105305,0.567256,0.495415,0.400297,"['alamp', 'nima', 'rgnet']",0.45504,0.468144,-0.013104,2134,2015,119,0.711,rejected_low,False,rejected_low,teacher__179__ava__402813.jpg__90fe6466
ava__test__69831.jpg__f052b873,ava,test,data/processed/ava/test.csv,data/raw/ava/images/69831.jpg,/home/omen_pc1/ava/images/69831.jpg,69831.jpg,640,480,,,4.472924,11.0,0.039711,21.0,0.075812,44.0,0.158845,66.0,0.238267,63.0,0.227437,42.0,0.151625,22.0,0.079422,5.0,0.018051,1.0,0.00361,2.0,0.00722,5.409938,0.489993,0.475416,0.530173,"['alamp', 'nima', 'rgnet']",0.504252,0.499505,0.004747,1366,1495,-129,0.455,middle_near_miss,False,middle_near_miss,teacher__180__ava__69831.jpg__e6f6af7f
aadb__train__farm1_299_20130600365_e38e272927_b.jpg__4ede18b3,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_299_20130600365_e38e272927_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_299_20130600365_e38e272927_b.jpg,farm1_299_20130600365_e38e272927_b.jpg,1024,768,0.5,farm1_299_20130600365_e38e272927_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.5851,0.509456,0.432631,0.516072,"['alamp', 'nima', 'rgnet']",0.482034,0.477531,0.004503,1676,1847,-171,0.5583333333333333,middle_near_miss,False,middle_near_miss,teacher__181__aadb__farm1_299_20130600365_e38e272927_b.jpg__539b7130
ava__train__303348.jpg__c59db5df,ava,train,data/processed/ava/train.csv,data/raw/ava/images/303348.jpg,/home/omen_pc1/ava/images/303348.jpg,303348.jpg,640,640,,,5.404762,1.0,0.004762,2.0,0.009524,10.0,0.047619,44.0,0.209524,62.0,0.295238,51.0,0.242857,21.0,0.1,13.0,0.061905,3.0,0.014286,3.0,0.014286,5.48876,0.498751,0.472446,0.395441,"['alamp', 'nima', 'rgnet']",0.436574,0.44559,-0.009016,2374,2344,30,0.791,rejected_low,False,rejected_low,teacher__182__ava__303348.jpg__3a23f79f
aadb__test__farm1_265_20176633085_27e18a5955_b.jpg__347ead9d,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_265_20176633085_27e18a5955_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_265_20176633085_27e18a5955_b.jpg,farm1_265_20176633085_27e18a5955_b.jpg,1024,769,0.5,farm1_265_20176633085_27e18a5955_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.281033,0.47567,0.536802,0.418323,"['alamp', 'nima', 'rgnet']",0.471449,0.480241,-0.008792,1870,1791,79,0.623,middle_near_miss,False,middle_near_miss,teacher__183__aadb__farm1_265_20176633085_27e18a5955_b.jpg__b48b4559
ava__train__290371.jpg__5d965788,ava,train,data/processed/ava/train.csv,data/raw/ava/images/290371.jpg,/home/omen_pc1/ava/images/290371.jpg,290371.jpg,610,636,,,4.042683,4.0,0.02439,11.0,0.067073,37.0,0.22561,58.0,0.353659,37.0,0.22561,13.0,0.079268,1.0,0.006098,3.0,0.018293,0.0,0.0,0.0,0.0,5.801799,0.533533,0.500277,0.495153,"['alamp', 'nima', 'rgnet']",0.501041,0.503216,-0.002175,1421,1436,-15,0.4733333333333333,middle_near_miss,False,middle_near_miss,teacher__184__ava__290371.jpg__2015d102
ava__test__896194.jpg__9f93c495,ava,test,data/processed/ava/test.csv,data/raw/ava/images/896194.jpg,/home/omen_pc1/ava/images/896194.jpg,896194.jpg,800,542,,,5.563025,0.0,0.0,0.0,0.0,6.0,0.05042,11.0,0.092437,39.0,0.327731,42.0,0.352941,17.0,0.142857,2.0,0.016807,2.0,0.016807,0.0,0.0,5.645296,0.516144,0.486603,0.464815,"['alamp', 'nima', 'rgnet']",0.478663,0.482319,-0.003656,1737,1750,-13,0.5786666666666667,middle_near_miss,False,middle_near_miss,teacher__185__ava__896194.jpg__b39eb9dd
aadb__train__farm1_497_20012809309_7def33309a_b.jpg__3c114303,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_497_20012809309_7def33309a_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_497_20012809309_7def33309a_b.jpg,farm1_497_20012809309_7def33309a_b.jpg,681,1024,0.75,farm1_497_20012809309_7def33309a_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.685104,0.520567,0.488503,0.611955,"['alamp', 'nima', 'rgnet']",0.553435,0.542693,0.010742,768,881,-113,0.2556666666666666,selected_high,True,selected_high,teacher__186__aadb__farm1_497_20012809309_7def33309a_b.jpg__c427d70e
ava__train__7370.jpg__48ffc5de,ava,train,data/processed/ava/train.csv,data/raw/ava/images/7370.jpg,/home/omen_pc1/ava/images/7370.jpg,7370.jpg,640,480,,,4.858778,6.0,0.022901,18.0,0.068702,32.0,0.122137,63.0,0.240458,55.0,0.209924,38.0,0.145038,32.0,0.122137,11.0,0.041985,2.0,0.007634,5.0,0.019084,5.265345,0.473927,0.643203,0.616257,"['alamp', 'nima', 'rgnet']",0.612802,0.607033,0.005769,305,317,-12,0.1013333333333333,selected_high,True,selected_high,teacher__187__ava__7370.jpg__9b40e95e
ava__test__702991.jpg__2792f377,ava,test,data/processed/ava/test.csv,data/raw/ava/images/702991.jpg,/home/omen_pc1/ava/images/702991.jpg,702991.jpg,400,600,,,4.152543,6.0,0.033898,8.0,0.045198,34.0,0.19209,60.0,0.338983,53.0,0.299435,10.0,0.056497,3.0,0.016949,2.0,0.011299,1.0,0.00565,0.0,0.0,5.365059,0.485007,0.519627,0.57175,"['alamp', 'nima', 'rgnet']",0.542226,0.535283,0.006943,876,962,-86,0.2916666666666667,selected_high,True,selected_high,teacher__188__ava__702991.jpg__175f3839
ava__train__778117.jpg__65890886,ava,train,data/processed/ava/train.csv,data/raw/ava/images/778117.jpg,/home/omen_pc1/ava/images/778117.jpg,778117.jpg,716,720,,,5.023438,0.0,0.0,7.0,0.054688,9.0,0.070312,23.0,0.179688,49.0,0.382812,24.0,0.1875,10.0,0.078125,3.0,0.023438,3.0,0.023438,0.0,0.0,5.300825,0.477869,0.300314,0.432757,"['alamp', 'nima', 'rgnet']",0.384291,0.379924,0.004367,2828,2890,-62,0.9423333333333334,rejected_low,False,rejected_low,teacher__189__ava__778117.jpg__85879680
ava__val__624250.jpg__eba56d7e,ava,val,data/processed/ava/val.csv,data/raw/ava/images/624250.jpg,/home/omen_pc1/ava/images/624250.jpg,624250.jpg,640,607,,,5.52353,0.0,0.0,4.0,0.023529,4.0,0.023529,28.0,0.164706,54.0,0.317647,49.0,0.288235,15.0,0.088235,8.0,0.047059,6.0,0.035294,2.0,0.011765,5.938648,0.548739,0.569467,0.41657,"['alamp', 'nima', 'rgnet']",0.490946,0.505199,-0.014253,1554,1401,153,0.5176666666666667,middle_near_miss,False,middle_near_miss,teacher__190__ava__624250.jpg__9f72d37d
ava__train__263174.jpg__5531f6f0,ava,train,data/processed/ava/train.csv,data/raw/ava/images/263174.jpg,/home/omen_pc1/ava/images/263174.jpg,263174.jpg,640,480,,,4.34375,3.0,0.011719,12.0,0.046875,52.0,0.203125,80.0,0.3125,67.0,0.261719,25.0,0.097656,14.0,0.054688,2.0,0.007812,0.0,0.0,1.0,0.003906,5.378968,0.486552,0.445555,0.339732,"['alamp', 'nima', 'rgnet']",0.396743,0.409375,-0.012632,2754,2723,31,0.9176666666666666,rejected_low,False,rejected_low,teacher__191__ava__263174.jpg__5d55caac
ava__test__334979.jpg__6f3f23a3,ava,test,data/processed/ava/test.csv,data/raw/ava/images/334979.jpg,/home/omen_pc1/ava/images/334979.jpg,334979.jpg,458,640,,,5.705357,0.0,0.0,2.0,0.008929,17.0,0.075893,28.0,0.125,62.0,0.276786,48.0,0.214286,38.0,0.169643,19.0,0.084821,5.0,0.022321,5.0,0.022321,5.694813,0.521646,0.656413,0.496271,"['alamp', 'nima', 'rgnet']",0.562865,0.572141,-0.009276,677,589,88,0.2253333333333333,selected_high,True,selected_high,teacher__192__ava__334979.jpg__4b852b84
ava__train__872885.jpg__46550f8e,ava,train,data/processed/ava/train.csv,data/raw/ava/images/872885.jpg,/home/omen_pc1/ava/images/872885.jpg,872885.jpg,461,700,,,5.762238,0.0,0.0,0.0,0.0,6.0,0.041958,15.0,0.104895,39.0,0.272727,50.0,0.34965,20.0,0.13986,8.0,0.055944,3.0,0.020979,2.0,0.013986,5.789667,0.532185,0.440283,0.533081,"['alamp', 'nima', 'rgnet']",0.495872,0.491187,0.004685,1498,1617,-119,0.499,middle_near_miss,False,middle_near_miss,teacher__193__ava__872885.jpg__9a828369
aadb__test__farm1_294_19548808114_3be4e22808_b.jpg__84dd2642,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_294_19548808114_3be4e22808_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_294_19548808114_3be4e22808_b.jpg,farm1_294_19548808114_3be4e22808_b.jpg,1024,683,0.2,farm1_294_19548808114_3be4e22808_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.293602,0.477067,0.309437,0.415275,"['alamp', 'nima', 'rgnet']",0.379119,0.376917,0.002202,2856,2901,-45,0.9516666666666668,rejected_low,False,rejected_low,teacher__194__aadb__farm1_294_19548808114_3be4e22808_b.jpg__58b24730
ava__val__446123.jpg__39053fa3,ava,val,data/processed/ava/val.csv,data/raw/ava/images/446123.jpg,/home/omen_pc1/ava/images/446123.jpg,446123.jpg,640,341,,,4.370192,5.0,0.024038,10.0,0.048077,31.0,0.149038,68.0,0.326923,66.0,0.317308,15.0,0.072115,7.0,0.033654,5.0,0.024038,0.0,0.0,1.0,0.004808,5.460685,0.495632,0.41077,0.38277,"['alamp', 'nima', 'rgnet']",0.405256,0.412299,-0.007043,2691,2699,-8,0.8966666666666666,rejected_low,False,rejected_low,teacher__195__ava__446123.jpg__aab6b9b0
aadb__train__farm4_3705_20179405396_b6d72b9e55_b.jpg__888c3f7f,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm4_3705_20179405396_b6d72b9e55_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm4_3705_20179405396_b6d72b9e55_b.jpg,farm4_3705_20179405396_b6d72b9e55_b.jpg,1024,768,0.65,farm4_3705_20179405396_b6d72b9e55_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.697733,0.52197,0.489871,0.542906,"['alamp', 'nima', 'rgnet']",0.519598,0.5159,0.003698,1158,1247,-89,0.3856666666666666,middle_near_miss,False,middle_near_miss,teacher__196__aadb__farm4_3705_20179405396_b6d72b9e55_b.jpg__4885fd6a
ava__train__855816.jpg__ee6fc9a2,ava,train,data/processed/ava/train.csv,data/raw/ava/images/855816.jpg,/home/omen_pc1/ava/images/855816.jpg,855816.jpg,800,623,,,5.04878,2.0,0.009756,9.0,0.043902,12.0,0.058537,33.0,0.160976,86.0,0.419512,38.0,0.185366,15.0,0.073171,7.0,0.034146,2.0,0.009756,1.0,0.004878,5.192327,0.465814,0.729667,0.573402,"['alamp', 'nima', 'rgnet']",0.625149,0.627583,-0.002434,249,218,31,0.0826666666666666,selected_high,True,selected_high,teacher__197__ava__855816.jpg__51066f96
aadb__train__farm1_282_20263115322_dd66563c65_b.jpg__e5733abe,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_282_20263115322_dd66563c65_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_282_20263115322_dd66563c65_b.jpg,farm1_282_20263115322_dd66563c65_b.jpg,1024,576,0.35,farm1_282_20263115322_dd66563c65_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.373306,0.485923,0.547585,0.384084,"['alamp', 'nima', 'rgnet']",0.459668,0.472935,-0.013267,2059,1925,134,0.686,middle_near_miss,False,middle_near_miss,teacher__198__aadb__farm1_282_20263115322_dd66563c65_b.jpg__88ae5cfd
aadb__train__farm1_386_20144642626_a3cd591c61_b.jpg__0653279b,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_386_20144642626_a3cd591c61_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_386_20144642626_a3cd591c61_b.jpg,farm1_386_20144642626_a3cd591c61_b.jpg,1024,576,0.6,farm1_386_20144642626_a3cd591c61_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.50536,0.500596,0.546231,0.471536,"['alamp', 'nima', 'rgnet']",0.50432,0.509508,-0.005188,1364,1340,24,0.4543333333333333,middle_near_miss,False,middle_near_miss,teacher__199__aadb__farm1_386_20144642626_a3cd591c61_b.jpg__a956adb4
aadb__train__farm1_488_20174476086_e3aa2c7574_b.jpg__82c8d050,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_488_20174476086_e3aa2c7574_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_488_20174476086_e3aa2c7574_b.jpg,farm1_488_20174476086_e3aa2c7574_b.jpg,1024,768,0.2,farm1_488_20174476086_e3aa2c7574_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.362803,0.484756,0.487593,0.420813,"['alamp', 'nima', 'rgnet']",0.453919,0.460455,-0.006536,2154,2139,15,0.7176666666666667,rejected_low,False,rejected_low,teacher__200__aadb__farm1_488_20174476086_e3aa2c7574_b.jpg__61661953
aadb__test__farm1_493_19564086333_84bde9e49d_b.jpg__dbdb0bbf,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_493_19564086333_84bde9e49d_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_493_19564086333_84bde9e49d_b.jpg,farm1_493_19564086333_84bde9e49d_b.jpg,1024,685,0.8,farm1_493_19564086333_84bde9e49d_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.848547,0.538727,0.507686,0.587089,"['alamp', 'nima', 'rgnet']",0.550492,0.544103,0.006389,796,867,-71,0.265,selected_high,True,selected_high,teacher__201__aadb__farm1_493_19564086333_84bde9e49d_b.jpg__ced4aa89
ava__train__120841.jpg__b54707cb,ava,train,data/processed/ava/train.csv,data/raw/ava/images/120841.jpg,/home/omen_pc1/ava/images/120841.jpg,120841.jpg,500,377,,,5.102564,5.0,0.016026,8.0,0.025641,25.0,0.080128,61.0,0.195513,98.0,0.314103,60.0,0.192308,43.0,0.137821,9.0,0.028846,1.0,0.003205,2.0,0.00641,5.702428,0.522492,0.456898,0.383439,"['alamp', 'nima', 'rgnet']",0.426728,0.437354,-0.010626,2482,2444,38,0.827,rejected_low,False,rejected_low,teacher__202__ava__120841.jpg__cbf097d3
ava__train__319002.jpg__768853d8,ava,train,data/processed/ava/train.csv,data/raw/ava/images/319002.jpg,/home/omen_pc1/ava/images/319002.jpg,319002.jpg,640,640,,,6.149573,4.0,0.017094,1.0,0.004274,8.0,0.034188,20.0,0.08547,47.0,0.200855,60.0,0.25641,46.0,0.196581,31.0,0.132479,6.0,0.025641,11.0,0.047009,5.759212,0.528801,0.571302,0.348925,"['alamp', 'nima', 'rgnet']",0.455863,0.475976,-0.020113,2121,1875,246,0.7066666666666667,rejected_low,False,rejected_low,teacher__203__ava__319002.jpg__abe4cf69
ava__test__671438.jpg__c9e90add,ava,test,data/processed/ava/test.csv,data/raw/ava/images/671438.jpg,/home/omen_pc1/ava/images/671438.jpg,671438.jpg,720,594,,,5.802631,0.0,0.0,1.0,0.006579,3.0,0.019737,11.0,0.072368,48.0,0.315789,54.0,0.355263,20.0,0.131579,12.0,0.078947,3.0,0.019737,0.0,0.0,5.984683,0.553854,0.472972,0.539115,"['alamp', 'nima', 'rgnet']",0.514132,0.511562,0.00257,1231,1306,-75,0.41,middle_near_miss,False,middle_near_miss,teacher__204__ava__671438.jpg__c34addee
ava__train__886685.jpg__f849b503,ava,train,data/processed/ava/train.csv,data/raw/ava/images/886685.jpg,/home/omen_pc1/ava/images/886685.jpg,886685.jpg,800,635,,,6.552631,0.0,0.0,1.0,0.006579,5.0,0.032895,8.0,0.052632,23.0,0.151316,43.0,0.282895,28.0,0.184211,26.0,0.171053,10.0,0.065789,8.0,0.052632,6.174879,0.574987,0.495292,0.442589,"['alamp', 'nima', 'rgnet']",0.47691,0.486165,-0.009255,1770,1694,76,0.5896666666666667,middle_near_miss,False,middle_near_miss,teacher__205__ava__886685.jpg__1977e42c
ava__test__840326.jpg__60c55264,ava,test,data/processed/ava/test.csv,data/raw/ava/images/840326.jpg,/home/omen_pc1/ava/images/840326.jpg,840326.jpg,800,600,,,5.848276,1.0,0.006897,0.0,0.0,0.0,0.0,17.0,0.117241,38.0,0.262069,52.0,0.358621,23.0,0.158621,11.0,0.075862,2.0,0.013793,1.0,0.006897,6.024473,0.558275,0.575092,0.476437,"['alamp', 'nima', 'rgnet']",0.524083,0.533107,-0.009024,1089,984,105,0.3626666666666667,middle_near_miss,False,middle_near_miss,teacher__206__ava__840326.jpg__9449e2c7
ava__train__557152.jpg__b25532fa,ava,train,data/processed/ava/train.csv,data/raw/ava/images/557152.jpg,/home/omen_pc1/ava/images/557152.jpg,557152.jpg,640,426,,,5.251572,0.0,0.0,4.0,0.025157,5.0,0.031447,33.0,0.207547,57.0,0.358491,33.0,0.207547,23.0,0.144654,1.0,0.006289,2.0,0.012579,1.0,0.006289,5.473476,0.497053,0.476368,0.445631,"['alamp', 'nima', 'rgnet']",0.463068,0.467176,-0.004108,2001,2029,-28,0.6666666666666666,middle_near_miss,False,middle_near_miss,teacher__207__ava__557152.jpg__bda075dc
