id,dataset_source,source_split,source_metadata_csv,source_image_path,image_path,image_file,width,height,aadb_score,aadb_relative_path,ava_mean_score,ava_vote_1,ava_dist_1,ava_vote_2,ava_dist_2,ava_vote_3,ava_dist_3,ava_vote_4,ava_dist_4,ava_vote_5,ava_dist_5,ava_vote_6,ava_dist_6,ava_vote_7,ava_dist_7,ava_vote_8,ava_dist_8,ava_vote_9,ava_dist_9,ava_vote_10,ava_dist_10,nima_mean_score,nima_unit_score,rgnet_score,alamp_score,available_models,weighted_aesthetic_score,balanced_comparison_score,score_delta_primary_minus_comparison,rank_primary,rank_comparison,rank_delta_primary_minus_comparison,primary_rank_percentile,selection_bucket,selected
aadb__train__farm1_385_20316590622_9b3e84671c_b.jpg__81946366,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_385_20316590622_9b3e84671c_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_385_20316590622_9b3e84671c_b.jpg,farm1_385_20316590622_9b3e84671c_b.jpg,1024,458,0.75,farm1_385_20316590622_9b3e84671c_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.459742,0.495527,0.533412,0.782728,"['alamp', 'nima', 'rgnet']",0.654281,0.627456,0.026825,155,219,-64,0.051333333333333335,selected_high,True
ava__train__623859.jpg__ef140107,ava,train,data/processed/ava/train.csv,data/raw/ava/images/623859.jpg,/home/omen_pc1/ava/images/623859.jpg,623859.jpg,426,640,,,5.575893,1.0,0.004464,1.0,0.004464,9.0,0.040179,36.0,0.160714,67.0,0.299107,63.0,0.28125,27.0,0.120536,11.0,0.049107,5.0,0.022321,4.0,0.017857,5.785016,0.531668,0.623589,0.70287,"['alamp', 'nima', 'rgnet']",0.654037,0.641513,0.012524,156,164,-8,0.051666666666666666,selected_high,True
ava__train__97700.jpg__981a1f50,ava,train,data/processed/ava/train.csv,data/raw/ava/images/97700.jpg,/home/omen_pc1/ava/images/97700.jpg,97700.jpg,640,469,,,5.862637,0.0,0.0,1.0,0.005495,4.0,0.021978,19.0,0.104396,51.0,0.28022,53.0,0.291209,33.0,0.181319,16.0,0.087912,5.0,0.027473,0.0,0.0,6.104622,0.56718,0.646591,0.675129,"['alamp', 'nima', 'rgnet']",0.652919,0.646095,0.006824,157,150,7,0.052,selected_high,True
ava__val__399833.jpg__e71be927,ava,val,data/processed/ava/val.csv,data/raw/ava/images/399833.jpg,/home/omen_pc1/ava/images/399833.jpg,399833.jpg,720,452,,,5.893617,0.0,0.0,0.0,0.0,2.0,0.010638,11.0,0.058511,53.0,0.281915,74.0,0.393617,38.0,0.202128,7.0,0.037234,3.0,0.015957,0.0,0.0,5.882877,0.542542,0.646801,0.679831,"['alamp', 'nima', 'rgnet']",0.65289,0.644374,0.008516,158,158,0,0.052333333333333336,selected_high,True
aadb__train__farm1_380_20169761576_4380d59e3b_b.jpg__1968d588,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_380_20169761576_4380d59e3b_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_380_20169761576_4380d59e3b_b.jpg,farm1_380_20169761576_4380d59e3b_b.jpg,1024,681,0.7,farm1_380_20169761576_4380d59e3b_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.280583,0.47562,0.667069,0.676907,"['alamp', 'nima', 'rgnet']",0.652843,0.642287,0.010556,159,161,-2,0.05266666666666667,selected_high,True
ava__train__593753.jpg__759a333f,ava,train,data/processed/ava/train.csv,data/raw/ava/images/593753.jpg,/home/omen_pc1/ava/images/593753.jpg,593753.jpg,640,422,,,6.969231,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.015385,15.0,0.115385,33.0,0.253846,42.0,0.323077,18.0,0.138462,13.0,0.1,7.0,0.053846,5.812737,0.534749,0.580439,0.733635,"['alamp', 'nima', 'rgnet']",0.652468,0.634864,0.017604,160,187,-27,0.053,selected_high,True
aadb__train__farm1_395_19494184184_a79c05bc0f_b.jpg__b9298b53,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_395_19494184184_a79c05bc0f_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_395_19494184184_a79c05bc0f_b.jpg,farm1_395_19494184184_a79c05bc0f_b.jpg,1024,683,0.75,farm1_395_19494184184_a79c05bc0f_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.243313,0.471479,0.645382,0.694011,"['alamp', 'nima', 'rgnet']",0.652306,0.638748,0.013558,161,171,-10,0.05333333333333334,selected_high,True
ava__train__908149.jpg__1020c9ca,ava,train,data/processed/ava/train.csv,data/raw/ava/images/908149.jpg,/home/omen_pc1/ava/images/908149.jpg,908149.jpg,623,800,,,5.801471,1.0,0.007353,2.0,0.014706,5.0,0.036765,19.0,0.139706,34.0,0.25,36.0,0.264706,18.0,0.132353,11.0,0.080882,7.0,0.051471,3.0,0.022059,6.015462,0.557274,0.652415,0.669831,"['alamp', 'nima', 'rgnet']",0.651609,0.64511,0.006499,162,155,7,0.05366666666666667,selected_high,True
ava__val__745585.jpg__9cee2a49,ava,val,data/processed/ava/val.csv,data/raw/ava/images/745585.jpg,/home/omen_pc1/ava/images/745585.jpg,745585.jpg,720,480,,,5.220126,2.0,0.012579,0.0,0.0,5.0,0.031447,27.0,0.169811,68.0,0.427673,40.0,0.251572,12.0,0.075472,4.0,0.025157,1.0,0.006289,0.0,0.0,5.696542,0.521838,0.623079,0.698691,"['alamp', 'nima', 'rgnet']",0.650761,0.638138,0.012623,163,175,-12,0.054,selected_high,True
ava__train__387831.jpg__6e369013,ava,train,data/processed/ava/train.csv,data/raw/ava/images/387831.jpg,/home/omen_pc1/ava/images/387831.jpg,387831.jpg,640,534,,,6.581749,0.0,0.0,0.0,0.0,5.0,0.019011,14.0,0.053232,46.0,0.174905,70.0,0.26616,59.0,0.224335,38.0,0.144487,17.0,0.064639,14.0,0.053232,5.949152,0.549906,0.599869,0.711587,"['alamp', 'nima', 'rgnet']",0.650732,0.637062,0.01367,164,183,-19,0.05433333333333333,selected_high,True
ava__train__429201.jpg__31e654cc,ava,train,data/processed/ava/train.csv,data/raw/ava/images/429201.jpg,/home/omen_pc1/ava/images/429201.jpg,429201.jpg,640,426,,,5.881278,0.0,0.0,0.0,0.0,2.0,0.009132,23.0,0.105023,59.0,0.269406,78.0,0.356164,36.0,0.164384,16.0,0.073059,3.0,0.013699,2.0,0.009132,6.034689,0.55941,0.604714,0.705457,"['alamp', 'nima', 'rgnet']",0.650555,0.638216,0.012339,165,174,-9,0.05466666666666667,selected_high,True
ava__train__627234.jpg__d969db10,ava,train,data/processed/ava/train.csv,data/raw/ava/images/627234.jpg,/home/omen_pc1/ava/images/627234.jpg,627234.jpg,640,518,,,5.364706,0.0,0.0,3.0,0.017647,3.0,0.017647,22.0,0.129412,75.0,0.441176,42.0,0.247059,21.0,0.123529,2.0,0.011765,1.0,0.005882,1.0,0.005882,5.748684,0.527632,0.595522,0.71825,"['alamp', 'nima', 'rgnet']",0.650097,0.63443,0.015667,166,188,-22,0.055,selected_high,True
ava__train__721521.jpg__d8de1c24,ava,train,data/processed/ava/train.csv,data/raw/ava/images/721521.jpg,/home/omen_pc1/ava/images/721521.jpg,721521.jpg,480,720,,,5.820312,0.0,0.0,4.0,0.03125,5.0,0.039062,17.0,0.132812,32.0,0.25,28.0,0.21875,20.0,0.15625,16.0,0.125,2.0,0.015625,4.0,0.03125,5.640146,0.515572,0.660671,0.668429,"['alamp', 'nima', 'rgnet']",0.65004,0.642009,0.008031,167,162,5,0.05533333333333333,selected_high,True
aadb__test__farm1_483_19585185533_6622bcf4c7_b.jpg__859c1cba,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_483_19585185533_6622bcf4c7_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_483_19585185533_6622bcf4c7_b.jpg,farm1_483_19585185533_6622bcf4c7_b.jpg,1024,683,0.7,farm1_483_19585185533_6622bcf4c7_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.453034,0.494782,0.675902,0.659015,"['alamp', 'nima', 'rgnet']",0.649347,0.641979,0.007368,168,163,5,0.05566666666666667,selected_high,True
ava__train__803486.jpg__332464dc,ava,train,data/processed/ava/train.csv,data/raw/ava/images/803486.jpg,/home/omen_pc1/ava/images/803486.jpg,803486.jpg,720,520,,,6.436975,0.0,0.0,0.0,0.0,1.0,0.008403,6.0,0.05042,21.0,0.176471,31.0,0.260504,41.0,0.344538,14.0,0.117647,1.0,0.008403,4.0,0.033613,6.229483,0.581054,0.673146,0.64295,"['alamp', 'nima', 'rgnet']",0.648839,0.647254,0.001585,169,149,20,0.056,selected_high,True
ava__train__94121.jpg__c2f43396,ava,train,data/processed/ava/train.csv,data/raw/ava/images/94121.jpg,/home/omen_pc1/ava/images/94121.jpg,94121.jpg,600,540,,,4.430232,2.0,0.011628,6.0,0.034884,18.0,0.104651,65.0,0.377907,59.0,0.343023,18.0,0.104651,3.0,0.017442,0.0,0.0,0.0,0.0,1.0,0.005814,5.600981,0.51122,0.633546,0.687894,"['alamp', 'nima', 'rgnet']",0.648487,0.636936,0.011551,170,184,-14,0.05633333333333333,selected_high,True
ava__train__518984.jpg__cb57f495,ava,train,data/processed/ava/train.csv,data/raw/ava/images/518984.jpg,/home/omen_pc1/ava/images/518984.jpg,518984.jpg,512,640,,,5.078049,1.0,0.004878,4.0,0.019512,12.0,0.058537,43.0,0.209756,72.0,0.35122,51.0,0.24878,18.0,0.087805,4.0,0.019512,0.0,0.0,0.0,0.0,6.237226,0.581914,0.601177,0.699489,"['alamp', 'nima', 'rgnet']",0.648407,0.637612,0.010795,171,181,-10,0.056666666666666664,selected_high,True
ava__train__448410.jpg__58c960c2,ava,train,data/processed/ava/train.csv,data/raw/ava/images/448410.jpg,/home/omen_pc1/ava/images/448410.jpg,448410.jpg,720,488,,,5.10145,1.0,0.002899,3.0,0.008696,11.0,0.031884,71.0,0.205797,158.0,0.457971,71.0,0.205797,23.0,0.066667,4.0,0.011594,3.0,0.008696,0.0,0.0,5.384347,0.48715,0.732452,0.612373,"['alamp', 'nima', 'rgnet']",0.647882,0.647625,0.000257,172,146,26,0.057,selected_high,True
aadb__val__farm1_373_20093391889_f9004aa488_b.jpg__cbd02e45,aadb,val,data/processed/aadb/val.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_373_20093391889_f9004aa488_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_373_20093391889_f9004aa488_b.jpg,farm1_373_20093391889_f9004aa488_b.jpg,1024,853,0.8,farm1_373_20093391889_f9004aa488_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.627136,0.514126,0.702003,0.631282,"['alamp', 'nima', 'rgnet']",0.647855,0.645533,0.002322,173,152,21,0.05733333333333333,selected_high,True
ava__train__88928.jpg__cb661681,ava,train,data/processed/ava/train.csv,data/raw/ava/images/88928.jpg,/home/omen_pc1/ava/images/88928.jpg,88928.jpg,639,478,,,5.58885,1.0,0.003484,9.0,0.031359,13.0,0.045296,52.0,0.181185,69.0,0.240418,70.0,0.243902,38.0,0.132404,17.0,0.059233,9.0,0.031359,9.0,0.031359,5.750535,0.527837,0.662549,0.660075,"['alamp', 'nima', 'rgnet']",0.647841,0.641353,0.006488,174,165,9,0.057666666666666665,selected_high,True
ava__val__810984.jpg__a6cdf459,ava,val,data/processed/ava/val.csv,data/raw/ava/images/810984.jpg,/home/omen_pc1/ava/images/810984.jpg,810984.jpg,580,720,,,5.283784,0.0,0.0,2.0,0.013514,5.0,0.033784,22.0,0.148649,64.0,0.432432,35.0,0.236486,15.0,0.101351,5.0,0.033784,0.0,0.0,0.0,0.0,6.420949,0.602328,0.670807,0.638089,"['alamp', 'nima', 'rgnet']",0.6476,0.647448,0.000152,175,148,27,0.058,selected_high,True
ava__train__699705.jpg__457aa110,ava,train,data/processed/ava/train.csv,data/raw/ava/images/699705.jpg,/home/omen_pc1/ava/images/699705.jpg,699705.jpg,640,494,,,5.311111,2.0,0.011111,3.0,0.016667,5.0,0.027778,33.0,0.183333,64.0,0.355556,44.0,0.244444,20.0,0.111111,5.0,0.027778,3.0,0.016667,1.0,0.005556,5.731375,0.525708,0.689493,0.637176,"['alamp', 'nima', 'rgnet']",0.646956,0.643998,0.002958,176,159,17,0.058333333333333334,selected_high,True
ava__train__916269.jpg__b5591377,ava,train,data/processed/ava/train.csv,data/raw/ava/images/916269.jpg,/home/omen_pc1/ava/images/916269.jpg,916269.jpg,529,796,,,6.184397,0.0,0.0,0.0,0.0,2.0,0.014184,7.0,0.049645,29.0,0.205674,51.0,0.361702,35.0,0.248227,13.0,0.092199,2.0,0.014184,2.0,0.014184,6.023616,0.55818,0.610582,0.693339,"['alamp', 'nima', 'rgnet']",0.64672,0.635825,0.010895,177,186,-9,0.058666666666666666,selected_high,True
ava__train__755700.jpg__fbfa87cc,ava,train,data/processed/ava/train.csv,data/raw/ava/images/755700.jpg,/home/omen_pc1/ava/images/755700.jpg,755700.jpg,720,631,,,6.683127,1.0,0.004115,0.0,0.0,4.0,0.016461,10.0,0.041152,33.0,0.135802,62.0,0.255144,62.0,0.255144,47.0,0.193416,16.0,0.065844,8.0,0.032922,6.095199,0.566133,0.623706,0.68067,"['alamp', 'nima', 'rgnet']",0.646431,0.637856,0.008575,178,178,0,0.059,selected_high,True
ava__train__382508.jpg__adab6224,ava,train,data/processed/ava/train.csv,data/raw/ava/images/382508.jpg,/home/omen_pc1/ava/images/382508.jpg,382508.jpg,640,640,,,6.130435,1.0,0.003953,2.0,0.007905,7.0,0.027668,16.0,0.063241,58.0,0.229249,78.0,0.3083,48.0,0.189723,27.0,0.106719,9.0,0.035573,7.0,0.027668,5.6686,0.518733,0.57408,0.729438,"['alamp', 'nima', 'rgnet']",0.646224,0.627921,0.018303,179,215,-36,0.059333333333333335,selected_high,True
aadb__val__farm1_367_20138183581_18a8b873c6_b.jpg__566af8f5,aadb,val,data/processed/aadb/val.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_367_20138183581_18a8b873c6_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_367_20138183581_18a8b873c6_b.jpg,farm1_367_20138183581_18a8b873c6_b.jpg,1024,769,0.6,farm1_367_20138183581_18a8b873c6_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.274745,0.474972,0.659414,0.669713,"['alamp', 'nima', 'rgnet']",0.646119,0.635867,0.010252,180,185,-5,0.059666666666666666,selected_high,True
ava__train__671202.jpg__20b9e721,ava,train,data/processed/ava/train.csv,data/raw/ava/images/671202.jpg,/home/omen_pc1/ava/images/671202.jpg,671202.jpg,720,522,,,7.353293,0.0,0.0,2.0,0.011976,0.0,0.0,3.0,0.017964,11.0,0.065868,28.0,0.167665,44.0,0.263473,41.0,0.245509,27.0,0.161677,11.0,0.065868,6.347345,0.594149,0.699347,0.613422,"['alamp', 'nima', 'rgnet']",0.645865,0.649197,-0.003332,181,144,37,0.06,selected_high,True
ava__train__433473.jpg__c379f17e,ava,train,data/processed/ava/train.csv,data/raw/ava/images/433473.jpg,/home/omen_pc1/ava/images/433473.jpg,433473.jpg,640,455,,,5.601266,0.0,0.0,2.0,0.012658,4.0,0.025316,7.0,0.044304,66.0,0.417722,55.0,0.348101,17.0,0.107595,2.0,0.012658,4.0,0.025316,1.0,0.006329,5.868844,0.540983,0.648315,0.663781,"['alamp', 'nima', 'rgnet']",0.645315,0.638402,0.006913,182,172,10,0.060333333333333336,selected_high,True
aadb__train__farm1_309_20171642515_00d27f1ca1_b.jpg__929d82f0,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_309_20171642515_00d27f1ca1_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_309_20171642515_00d27f1ca1_b.jpg,farm1_309_20171642515_00d27f1ca1_b.jpg,683,1024,0.65,farm1_309_20171642515_00d27f1ca1_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.664856,0.518317,0.538291,0.756206,"['alamp', 'nima', 'rgnet']",0.645251,0.622461,0.02279,183,240,-57,0.06066666666666667,selected_high,True
ava__train__783869.jpg__2fea6836,ava,train,data/processed/ava/train.csv,data/raw/ava/images/783869.jpg,/home/omen_pc1/ava/images/783869.jpg,783869.jpg,720,549,,,5.28,2.0,0.013333,3.0,0.02,9.0,0.06,25.0,0.166667,51.0,0.34,36.0,0.24,13.0,0.086667,6.0,0.04,3.0,0.02,2.0,0.013333,5.201346,0.466816,0.759626,0.589172,"['alamp', 'nima', 'rgnet']",0.645118,0.647523,-0.002405,184,147,37,0.061,selected_high,True
ava__train__952516.jpg__2606b6dd,ava,train,data/processed/ava/train.csv,data/raw/ava/images/952516.jpg,/home/omen_pc1/ava/images/952516.jpg,952516.jpg,618,800,,,6.416059,1.0,0.007299,0.0,0.0,2.0,0.014599,2.0,0.014599,20.0,0.145985,51.0,0.372263,36.0,0.262774,19.0,0.138686,6.0,0.043796,0.0,0.0,6.09193,0.56577,0.58582,0.707972,"['alamp', 'nima', 'rgnet']",0.644891,0.631673,0.013218,185,199,-14,0.06133333333333333,selected_high,True
ava__train__823114.jpg__b90cea43,ava,train,data/processed/ava/train.csv,data/raw/ava/images/823114.jpg,/home/omen_pc1/ava/images/823114.jpg,823114.jpg,640,457,,,4.156566,25.0,0.126263,18.0,0.090909,18.0,0.090909,42.0,0.212121,58.0,0.292929,20.0,0.10101,12.0,0.060606,2.0,0.010101,0.0,0.0,3.0,0.015152,5.275513,0.475057,0.697697,0.636289,"['alamp', 'nima', 'rgnet']",0.644729,0.639738,0.004991,186,168,18,0.06166666666666667,selected_high,True
ava__train__492608.jpg__d2d66682,ava,train,data/processed/ava/train.csv,data/raw/ava/images/492608.jpg,/home/omen_pc1/ava/images/492608.jpg,492608.jpg,491,640,,,5.40884,1.0,0.005525,4.0,0.022099,10.0,0.055249,30.0,0.165746,56.0,0.309392,42.0,0.232044,25.0,0.138122,7.0,0.038674,3.0,0.016575,3.0,0.016575,5.514356,0.501595,0.594261,0.713483,"['alamp', 'nima', 'rgnet']",0.644605,0.62805,0.016555,187,214,-27,0.062,selected_high,True
ava__train__126298.jpg__c5ad2682,ava,train,data/processed/ava/train.csv,data/raw/ava/images/126298.jpg,/home/omen_pc1/ava/images/126298.jpg,126298.jpg,427,640,,,5.543689,0.0,0.0,0.0,0.0,2.0,0.009709,24.0,0.116505,87.0,0.42233,63.0,0.305825,18.0,0.087379,8.0,0.038835,3.0,0.014563,1.0,0.004854,5.717365,0.524152,0.654267,0.660125,"['alamp', 'nima', 'rgnet']",0.644184,0.637093,0.007091,188,182,6,0.06233333333333333,selected_high,True
ava__train__482847.jpg__de0f515c,ava,train,data/processed/ava/train.csv,data/raw/ava/images/482847.jpg,/home/omen_pc1/ava/images/482847.jpg,482847.jpg,640,640,,,6.266667,0.0,0.0,0.0,0.0,3.0,0.022222,7.0,0.051852,24.0,0.177778,49.0,0.362963,31.0,0.22963,11.0,0.081481,10.0,0.074074,0.0,0.0,5.860298,0.540033,0.612844,0.689216,"['alamp', 'nima', 'rgnet']",0.643749,0.632471,0.011278,189,195,-6,0.06266666666666666,selected_high,True
ava__train__754302.jpg__c14d1f82,ava,train,data/processed/ava/train.csv,data/raw/ava/images/754302.jpg,/home/omen_pc1/ava/images/754302.jpg,754302.jpg,640,477,,,6.525641,1.0,0.004274,1.0,0.004274,8.0,0.034188,14.0,0.059829,44.0,0.188034,52.0,0.222222,43.0,0.183761,42.0,0.179487,15.0,0.064103,14.0,0.059829,5.712389,0.523599,0.61644,0.688971,"['alamp', 'nima', 'rgnet']",0.643421,0.631526,0.011895,190,201,-11,0.063,selected_high,True
ava__train__728387.jpg__5f1fe5dc,ava,train,data/processed/ava/train.csv,data/raw/ava/images/728387.jpg,/home/omen_pc1/ava/images/728387.jpg,728387.jpg,640,428,,,5.556097,4.0,0.019512,2.0,0.009756,9.0,0.043902,20.0,0.097561,67.0,0.326829,57.0,0.278049,28.0,0.136585,11.0,0.053659,7.0,0.034146,0.0,0.0,6.071867,0.563541,0.57971,0.709942,"['alamp', 'nima', 'rgnet']",0.643209,0.629377,0.013832,191,208,-17,0.06333333333333334,selected_high,True
ava__train__189372.jpg__c65a1b51,ava,train,data/processed/ava/train.csv,data/raw/ava/images/189372.jpg,/home/omen_pc1/ava/images/189372.jpg,189372.jpg,480,640,,,4.463816,10.0,0.032895,19.0,0.0625,48.0,0.157895,79.0,0.259868,86.0,0.282895,36.0,0.118421,14.0,0.046053,5.0,0.016447,5.0,0.016447,2.0,0.006579,5.367933,0.485326,0.588405,0.718445,"['alamp', 'nima', 'rgnet']",0.643117,0.624959,0.018158,192,229,-37,0.06366666666666666,selected_high,True
aadb__train__farm4_3804_20264824552_839f0d2935_b.jpg__c2dbda8d,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm4_3804_20264824552_839f0d2935_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm4_3804_20264824552_839f0d2935_b.jpg,farm4_3804_20264824552_839f0d2935_b.jpg,768,1024,0.75,farm4_3804_20264824552_839f0d2935_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.724238,0.524915,0.568604,0.724473,"['alamp', 'nima', 'rgnet']",0.64217,0.624398,0.017772,193,236,-43,0.064,selected_high,True
aadb__val__farm1_541_19555214933_64f4f28154_b.jpg__0a0421c4,aadb,val,data/processed/aadb/val.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_541_19555214933_64f4f28154_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_541_19555214933_64f4f28154_b.jpg,farm1_541_19555214933_64f4f28154_b.jpg,1024,683,0.7,farm1_541_19555214933_64f4f28154_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.546178,0.505131,0.646767,0.664082,"['alamp', 'nima', 'rgnet']",0.641261,0.632448,0.008813,194,196,-2,0.06433333333333334,selected_high,True
ava__test__578706.jpg__20eb746e,ava,test,data/processed/ava/test.csv,data/raw/ava/images/578706.jpg,/home/omen_pc1/ava/images/578706.jpg,578706.jpg,487,720,,,5.917808,0.0,0.0,1.0,0.006849,0.0,0.0,8.0,0.054795,42.0,0.287671,60.0,0.410959,27.0,0.184932,4.0,0.027397,1.0,0.006849,3.0,0.020548,6.190922,0.576769,0.650519,0.646703,"['alamp', 'nima', 'rgnet']",0.641236,0.63793,0.003306,195,177,18,0.06466666666666666,selected_high,True
aadb__train__farm1_452_20180496286_2615294981_b.jpg__e80a40fb,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_452_20180496286_2615294981_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_452_20180496286_2615294981_b.jpg,farm1_452_20180496286_2615294981_b.jpg,683,1024,0.4,farm1_452_20180496286_2615294981_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.188517,0.465391,0.641225,0.676156,"['alamp', 'nima', 'rgnet']",0.641107,0.628822,0.012285,196,211,-15,0.065,selected_high,True
ava__train__721170.jpg__becc07a1,ava,train,data/processed/ava/train.csv,data/raw/ava/images/721170.jpg,/home/omen_pc1/ava/images/721170.jpg,721170.jpg,640,427,,,5.178571,2.0,0.010204,3.0,0.015306,12.0,0.061224,38.0,0.193878,76.0,0.387755,39.0,0.19898,14.0,0.071429,5.0,0.02551,3.0,0.015306,4.0,0.020408,6.070494,0.563388,0.604264,0.68481,"['alamp', 'nima', 'rgnet']",0.640449,0.630351,0.010098,197,203,-6,0.06533333333333333,selected_high,True
ava__train__881973.jpg__4f0274d8,ava,train,data/processed/ava/train.csv,data/raw/ava/images/881973.jpg,/home/omen_pc1/ava/images/881973.jpg,881973.jpg,800,640,,,6.152543,2.0,0.011299,2.0,0.011299,5.0,0.028249,9.0,0.050847,34.0,0.19209,53.0,0.299435,42.0,0.237288,22.0,0.124294,6.0,0.033898,2.0,0.011299,6.393144,0.599238,0.614943,0.668881,"['alamp', 'nima', 'rgnet']",0.640342,0.634162,0.00618,198,190,8,0.06566666666666666,selected_high,True
ava__train__558967.jpg__78630a2f,ava,train,data/processed/ava/train.csv,data/raw/ava/images/558967.jpg,/home/omen_pc1/ava/images/558967.jpg,558967.jpg,640,637,,,5.409091,0.0,0.0,0.0,0.0,1.0,0.007576,24.0,0.181818,54.0,0.409091,31.0,0.234848,17.0,0.128788,5.0,0.037879,0.0,0.0,0.0,0.0,5.880873,0.542319,0.613398,0.680168,"['alamp', 'nima', 'rgnet']",0.639675,0.629444,0.010231,199,207,-8,0.066,selected_high,True
ava__test__64700.jpg__0cb35b49,ava,test,data/processed/ava/test.csv,data/raw/ava/images/64700.jpg,/home/omen_pc1/ava/images/64700.jpg,64700.jpg,516,640,,,6.363637,1.0,0.003367,4.0,0.013468,12.0,0.040404,19.0,0.063973,56.0,0.188552,78.0,0.262626,49.0,0.164983,37.0,0.124579,28.0,0.094276,13.0,0.043771,6.110012,0.567779,0.688874,0.614417,"['alamp', 'nima', 'rgnet']",0.639536,0.640927,-0.001391,200,166,34,0.06633333333333333,selected_high,True
aadb__test__farm1_347_19998876171_8cbce20f74_b.jpg__13fdafb8,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_347_19998876171_8cbce20f74_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_347_19998876171_8cbce20f74_b.jpg,farm1_347_19998876171_8cbce20f74_b.jpg,1024,654,0.6,farm1_347_19998876171_8cbce20f74_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.780492,0.531166,0.595487,0.696207,"['alamp', 'nima', 'rgnet']",0.639415,0.626127,0.013288,201,223,-22,0.06666666666666667,selected_high,True
ava__train__853172.jpg__5660d86e,ava,train,data/processed/ava/train.csv,data/raw/ava/images/853172.jpg,/home/omen_pc1/ava/images/853172.jpg,853172.jpg,606,655,,,5.247475,2.0,0.010101,4.0,0.020202,20.0,0.10101,31.0,0.156566,58.0,0.292929,47.0,0.237374,21.0,0.106061,10.0,0.050505,4.0,0.020202,1.0,0.005051,6.018594,0.557622,0.625174,0.666491,"['alamp', 'nima', 'rgnet']",0.639077,0.631568,0.007509,202,200,2,0.067,selected_high,True
ava__train__365281.jpg__6031d345,ava,train,data/processed/ava/train.csv,data/raw/ava/images/365281.jpg,/home/omen_pc1/ava/images/365281.jpg,365281.jpg,401,600,,,5.836237,0.0,0.0,1.0,0.003484,9.0,0.031359,31.0,0.108014,75.0,0.261324,86.0,0.299652,62.0,0.216028,14.0,0.04878,5.0,0.017422,4.0,0.013937,5.566823,0.507425,0.604876,0.692144,"['alamp', 'nima', 'rgnet']",0.638765,0.625166,0.013599,203,226,-23,0.06733333333333333,selected_high,True
ava__train__698783.jpg__2da13fe9,ava,train,data/processed/ava/train.csv,data/raw/ava/images/698783.jpg,/home/omen_pc1/ava/images/698783.jpg,698783.jpg,720,535,,,5.688312,0.0,0.0,1.0,0.006494,3.0,0.019481,16.0,0.103896,54.0,0.350649,50.0,0.324675,17.0,0.11039,7.0,0.045455,4.0,0.025974,2.0,0.012987,5.906937,0.545215,0.657243,0.642193,"['alamp', 'nima', 'rgnet']",0.638515,0.634419,0.004096,204,189,15,0.06766666666666667,selected_high,True
