id,dataset_source,source_split,source_metadata_csv,source_image_path,image_path,image_file,width,height,aadb_score,aadb_relative_path,ava_mean_score,ava_vote_1,ava_dist_1,ava_vote_2,ava_dist_2,ava_vote_3,ava_dist_3,ava_vote_4,ava_dist_4,ava_vote_5,ava_dist_5,ava_vote_6,ava_dist_6,ava_vote_7,ava_dist_7,ava_vote_8,ava_dist_8,ava_vote_9,ava_dist_9,ava_vote_10,ava_dist_10
aadb__train__farm1_395_19494184184_a79c05bc0f_b.jpg__b9298b53,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_395_19494184184_a79c05bc0f_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_395_19494184184_a79c05bc0f_b.jpg,farm1_395_19494184184_a79c05bc0f_b.jpg,1024,683,0.75,farm1_395_19494184184_a79c05bc0f_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_395_19567428734_dd5ed166bf_b.jpg__01333e1e,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_395_19567428734_dd5ed166bf_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_395_19567428734_dd5ed166bf_b.jpg,farm1_395_19567428734_dd5ed166bf_b.jpg,1024,768,0.3,farm1_395_19567428734_dd5ed166bf_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_395_19571170684_ccbb9c17b7_b.jpg__32e4cfd3,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_395_19571170684_ccbb9c17b7_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_395_19571170684_ccbb9c17b7_b.jpg,farm1_395_19571170684_ccbb9c17b7_b.jpg,1024,683,0.65,farm1_395_19571170684_ccbb9c17b7_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_395_19947143248_c46df3dce2_b.jpg__9bb81584,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_395_19947143248_c46df3dce2_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_395_19947143248_c46df3dce2_b.jpg,farm1_395_19947143248_c46df3dce2_b.jpg,1024,1024,0.6,farm1_395_19947143248_c46df3dce2_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_395_20009162760_b1a4b43f95_b.jpg__e5465969,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_395_20009162760_b1a4b43f95_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_395_20009162760_b1a4b43f95_b.jpg,farm1_395_20009162760_b1a4b43f95_b.jpg,1024,832,0.9,farm1_395_20009162760_b1a4b43f95_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_395_20102147815_063e0d0c8f_b.jpg__4fadac6b,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_395_20102147815_063e0d0c8f_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_395_20102147815_063e0d0c8f_b.jpg,farm1_395_20102147815_063e0d0c8f_b.jpg,1024,768,0.55,farm1_395_20102147815_063e0d0c8f_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_396_20183405121_0c71cf9b23_b.jpg__5dbb57a5,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_396_20183405121_0c71cf9b23_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_396_20183405121_0c71cf9b23_b.jpg,farm1_396_20183405121_0c71cf9b23_b.jpg,791,1024,0.65,farm1_396_20183405121_0c71cf9b23_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_396_20249853256_11c03e2dc1_b.jpg__73c315e3,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_396_20249853256_11c03e2dc1_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_396_20249853256_11c03e2dc1_b.jpg,farm1_396_20249853256_11c03e2dc1_b.jpg,1024,683,0.25,farm1_396_20249853256_11c03e2dc1_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_397_19560360784_c06b5c35ca_b.jpg__984c4a3b,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_397_19560360784_c06b5c35ca_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_397_19560360784_c06b5c35ca_b.jpg,farm1_397_19560360784_c06b5c35ca_b.jpg,1024,418,0.8,farm1_397_19560360784_c06b5c35ca_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_397_19975023412_fb4346c0d2_b.jpg__96b6e0c5,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_397_19975023412_fb4346c0d2_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_397_19975023412_fb4346c0d2_b.jpg,farm1_397_19975023412_fb4346c0d2_b.jpg,1024,690,0.65,farm1_397_19975023412_fb4346c0d2_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_397_20079451670_884f318d46_b.jpg__60249b5f,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_397_20079451670_884f318d46_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_397_20079451670_884f318d46_b.jpg,farm1_397_20079451670_884f318d46_b.jpg,1024,683,0.45,farm1_397_20079451670_884f318d46_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_397_20081357520_f6c2348647_b.jpg__c7b5c7d4,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_397_20081357520_f6c2348647_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_397_20081357520_f6c2348647_b.jpg,farm1_397_20081357520_f6c2348647_b.jpg,768,1024,0.55,farm1_397_20081357520_f6c2348647_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_397_20213903881_f1f117d144_b.jpg__05f87a08,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_397_20213903881_f1f117d144_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_397_20213903881_f1f117d144_b.jpg,farm1_397_20213903881_f1f117d144_b.jpg,1024,685,0.5,farm1_397_20213903881_f1f117d144_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_397_20221166631_b1024f88d1_b.jpg__35c75061,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_397_20221166631_b1024f88d1_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_397_20221166631_b1024f88d1_b.jpg,farm1_397_20221166631_b1024f88d1_b.jpg,1024,827,0.55,farm1_397_20221166631_b1024f88d1_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_402_19993108465_81aedf65c9_b.jpg__b0729116,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_402_19993108465_81aedf65c9_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_402_19993108465_81aedf65c9_b.jpg,farm1_402_19993108465_81aedf65c9_b.jpg,800,600,0.45,farm1_402_19993108465_81aedf65c9_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_402_20016493498_d2eb272003_b.jpg__4251117d,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_402_20016493498_d2eb272003_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_402_20016493498_d2eb272003_b.jpg,farm1_402_20016493498_d2eb272003_b.jpg,1024,842,0.55,farm1_402_20016493498_d2eb272003_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_403_20120095022_7ff73604bc_b.jpg__f9b4af65,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_403_20120095022_7ff73604bc_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_403_20120095022_7ff73604bc_b.jpg,farm1_403_20120095022_7ff73604bc_b.jpg,1024,683,0.4,farm1_403_20120095022_7ff73604bc_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_404_19482232614_d072efd41f_b.jpg__05764817,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_404_19482232614_d072efd41f_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_404_19482232614_d072efd41f_b.jpg,farm1_404_19482232614_d072efd41f_b.jpg,1024,683,0.4,farm1_404_19482232614_d072efd41f_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_405_20073382831_b5d2ef6771_b.jpg__b87f2f36,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_405_20073382831_b5d2ef6771_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_405_20073382831_b5d2ef6771_b.jpg,farm1_405_20073382831_b5d2ef6771_b.jpg,1024,683,0.4,farm1_405_20073382831_b5d2ef6771_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_406_20100076742_a8e211bf61_b.jpg__c689ca76,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_406_20100076742_a8e211bf61_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_406_20100076742_a8e211bf61_b.jpg,farm1_406_20100076742_a8e211bf61_b.jpg,1024,576,0.45,farm1_406_20100076742_a8e211bf61_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_407_19498206693_87eac8d711_b.jpg__d083f79c,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_407_19498206693_87eac8d711_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_407_19498206693_87eac8d711_b.jpg,farm1_407_19498206693_87eac8d711_b.jpg,1024,678,0.65,farm1_407_19498206693_87eac8d711_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_407_19707949483_84b6f2bff1_b.jpg__801600e7,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_407_19707949483_84b6f2bff1_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_407_19707949483_84b6f2bff1_b.jpg,farm1_407_19707949483_84b6f2bff1_b.jpg,1024,683,0.6,farm1_407_19707949483_84b6f2bff1_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_407_20002838560_e96efc1318_b.jpg__22ebe904,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_407_20002838560_e96efc1318_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_407_20002838560_e96efc1318_b.jpg,farm1_407_20002838560_e96efc1318_b.jpg,1024,678,0.8,farm1_407_20002838560_e96efc1318_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_408_19976083800_c92d1b3b76_b.jpg__7f8e9598,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_408_19976083800_c92d1b3b76_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_408_19976083800_c92d1b3b76_b.jpg,farm1_408_19976083800_c92d1b3b76_b.jpg,1024,681,0.45,farm1_408_19976083800_c92d1b3b76_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_410_20103773632_c1074fc350_b.jpg__ee04e03e,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_410_20103773632_c1074fc350_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_410_20103773632_c1074fc350_b.jpg,farm1_410_20103773632_c1074fc350_b.jpg,683,1024,0.35,farm1_410_20103773632_c1074fc350_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_412_20182493602_ff0383d5f1_b.jpg__c63f5bdb,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_412_20182493602_ff0383d5f1_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_412_20182493602_ff0383d5f1_b.jpg,farm1_412_20182493602_ff0383d5f1_b.jpg,1024,683,0.7,farm1_412_20182493602_ff0383d5f1_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_414_20009306060_264a7c1b0d_b.jpg__e7a7b0ac,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_414_20009306060_264a7c1b0d_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_414_20009306060_264a7c1b0d_b.jpg,farm1_414_20009306060_264a7c1b0d_b.jpg,768,1024,0.35,farm1_414_20009306060_264a7c1b0d_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_414_20184570992_f9985ae2ae_b.jpg__c6c37b3b,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_414_20184570992_f9985ae2ae_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_414_20184570992_f9985ae2ae_b.jpg,farm1_414_20184570992_f9985ae2ae_b.jpg,683,1024,0.7,farm1_414_20184570992_f9985ae2ae_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_416_20057083402_0c59ac84d2_b.jpg__4e5f604c,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_416_20057083402_0c59ac84d2_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_416_20057083402_0c59ac84d2_b.jpg,farm1_416_20057083402_0c59ac84d2_b.jpg,768,1024,0.6,farm1_416_20057083402_0c59ac84d2_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_417_19462215234_b45da5ae42_b.jpg__b9eaff26,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_417_19462215234_b45da5ae42_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_417_19462215234_b45da5ae42_b.jpg,farm1_417_19462215234_b45da5ae42_b.jpg,1024,768,0.3,farm1_417_19462215234_b45da5ae42_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_419_19489244224_7f228c8d64_b.jpg__2661c58a,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_419_19489244224_7f228c8d64_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_419_19489244224_7f228c8d64_b.jpg,farm1_419_19489244224_7f228c8d64_b.jpg,1024,683,0.6,farm1_419_19489244224_7f228c8d64_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_419_19974825119_bef237655a_b.jpg__33e76a8c,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_419_19974825119_bef237655a_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_419_19974825119_bef237655a_b.jpg,farm1_419_19974825119_bef237655a_b.jpg,1024,683,0.5,farm1_419_19974825119_bef237655a_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_419_20144001775_76803f176d_b.jpg__6be14ae8,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_419_20144001775_76803f176d_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_419_20144001775_76803f176d_b.jpg,farm1_419_20144001775_76803f176d_b.jpg,768,1024,0.25,farm1_419_20144001775_76803f176d_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_419_20163833486_11801c1bd4_b.jpg__eb0618d1,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_419_20163833486_11801c1bd4_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_419_20163833486_11801c1bd4_b.jpg,farm1_419_20163833486_11801c1bd4_b.jpg,765,1024,0.45,farm1_419_20163833486_11801c1bd4_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_421_19545455654_b49b020b0e_b.jpg__5c0e03c0,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_421_19545455654_b49b020b0e_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_421_19545455654_b49b020b0e_b.jpg,farm1_421_19545455654_b49b020b0e_b.jpg,1024,768,0.8,farm1_421_19545455654_b49b020b0e_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_421_19592776024_97a5c175a7_b.jpg__3f50eddf,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_421_19592776024_97a5c175a7_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_421_19592776024_97a5c175a7_b.jpg,farm1_421_19592776024_97a5c175a7_b.jpg,1024,550,0.375,farm1_421_19592776024_97a5c175a7_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_422_20011157680_58b0402cf4_b.jpg__1fd6d0ce,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_422_20011157680_58b0402cf4_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_422_20011157680_58b0402cf4_b.jpg,farm1_422_20011157680_58b0402cf4_b.jpg,1024,693,0.75,farm1_422_20011157680_58b0402cf4_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_422_20186761222_787146b2bb_b.jpg__149092f7,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_422_20186761222_787146b2bb_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_422_20186761222_787146b2bb_b.jpg,farm1_422_20186761222_787146b2bb_b.jpg,1024,768,0.5,farm1_422_20186761222_787146b2bb_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_424_20331808921_6c7ef9a9e8_b.jpg__4bce567d,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_424_20331808921_6c7ef9a9e8_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_424_20331808921_6c7ef9a9e8_b.jpg,farm1_424_20331808921_6c7ef9a9e8_b.jpg,576,1024,0.5,farm1_424_20331808921_6c7ef9a9e8_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_426_20179170345_140c768e97_b.jpg__c320a0a4,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_426_20179170345_140c768e97_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_426_20179170345_140c768e97_b.jpg,farm1_426_20179170345_140c768e97_b.jpg,1024,768,0.6,farm1_426_20179170345_140c768e97_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_427_20169279812_5bb3e35305_b.jpg__2e4aa8f7,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_427_20169279812_5bb3e35305_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_427_20169279812_5bb3e35305_b.jpg,farm1_427_20169279812_5bb3e35305_b.jpg,1024,678,0.3,farm1_427_20169279812_5bb3e35305_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_428_20095900259_77798611bd_b.jpg__3711b795,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_428_20095900259_77798611bd_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_428_20095900259_77798611bd_b.jpg,farm1_428_20095900259_77798611bd_b.jpg,1024,768,0.562,farm1_428_20095900259_77798611bd_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_428_20105542792_38307e08e3_b.jpg__f9e5b6c6,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_428_20105542792_38307e08e3_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_428_20105542792_38307e08e3_b.jpg,farm1_428_20105542792_38307e08e3_b.jpg,406,1024,0.7,farm1_428_20105542792_38307e08e3_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_428_20181897726_29f617fa6f_b.jpg__5ffa7183,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_428_20181897726_29f617fa6f_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_428_20181897726_29f617fa6f_b.jpg,farm1_428_20181897726_29f617fa6f_b.jpg,1024,685,0.5,farm1_428_20181897726_29f617fa6f_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_430_20278166125_f259d117ed_b.jpg__268eed41,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_430_20278166125_f259d117ed_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_430_20278166125_f259d117ed_b.jpg,farm1_430_20278166125_f259d117ed_b.jpg,1024,680,0.417,farm1_430_20278166125_f259d117ed_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_432_19991095149_afdaf61b7b_b.jpg__a47a33f3,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_432_19991095149_afdaf61b7b_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_432_19991095149_afdaf61b7b_b.jpg,farm1_432_19991095149_afdaf61b7b_b.jpg,1024,682,0.7,farm1_432_19991095149_afdaf61b7b_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_433_19533574613_7f261744a6_b.jpg__d6ec95f6,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_433_19533574613_7f261744a6_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_433_19533574613_7f261744a6_b.jpg,farm1_433_19533574613_7f261744a6_b.jpg,1024,684,0.0,farm1_433_19533574613_7f261744a6_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_433_19998331049_0848fc2ae9_b.jpg__57f50fee,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_433_19998331049_0848fc2ae9_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_433_19998331049_0848fc2ae9_b.jpg,farm1_433_19998331049_0848fc2ae9_b.jpg,1024,682,0.35,farm1_433_19998331049_0848fc2ae9_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_433_20159617675_d055c19d5f_b.jpg__eca49132,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_433_20159617675_d055c19d5f_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_433_20159617675_d055c19d5f_b.jpg,farm1_433_20159617675_d055c19d5f_b.jpg,1024,678,0.55,farm1_433_20159617675_d055c19d5f_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_434_19641280803_c5d3101fea_b.jpg__4c125624,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_434_19641280803_c5d3101fea_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_434_19641280803_c5d3101fea_b.jpg,farm1_434_19641280803_c5d3101fea_b.jpg,1024,673,0.35,farm1_434_19641280803_c5d3101fea_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_435_20177884361_6d57e0d987_b.jpg__27a4007f,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_435_20177884361_6d57e0d987_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_435_20177884361_6d57e0d987_b.jpg,farm1_435_20177884361_6d57e0d987_b.jpg,1024,585,0.35,farm1_435_20177884361_6d57e0d987_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_437_19585179253_e95692ff61_b.jpg__05eb22a7,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_437_19585179253_e95692ff61_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_437_19585179253_e95692ff61_b.jpg,farm1_437_19585179253_e95692ff61_b.jpg,1024,682,0.65,farm1_437_19585179253_e95692ff61_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_437_20213587515_dce7c8ea10_b.jpg__55d50d93,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_437_20213587515_dce7c8ea10_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_437_20213587515_dce7c8ea10_b.jpg,farm1_437_20213587515_dce7c8ea10_b.jpg,1024,1024,0.7,farm1_437_20213587515_dce7c8ea10_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_438_20181967045_5c2520b8ba_b.jpg__0f039bd0,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_438_20181967045_5c2520b8ba_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_438_20181967045_5c2520b8ba_b.jpg,farm1_438_20181967045_5c2520b8ba_b.jpg,683,1024,0.7,farm1_438_20181967045_5c2520b8ba_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_440_20280115595_f3221f22af_b.jpg__0bbfaa61,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_440_20280115595_f3221f22af_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_440_20280115595_f3221f22af_b.jpg,farm1_440_20280115595_f3221f22af_b.jpg,1024,683,0.4,farm1_440_20280115595_f3221f22af_b.jpg,,,,,,,,,,,,,,,,,,,,,
aadb__train__farm1_441_19470426814_baae1eb396_b.jpg__0d9b2d9c,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_441_19470426814_baae1eb396_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_441_19470426814_baae1eb396_b.jpg,farm1_441_19470426814_baae1eb396_b.jpg,1024,575,0.35,farm1_441_19470426814_baae1eb396_b.jpg,,,,,,,,,,,,,,,,,,,,,
