candidate_id,image_path,image_file_name,dataset_source,selection_band,selection_state,aesthetic_signal,nima_unit_score,rgnet_score,alamp_score,weighted_aesthetic_score,balanced_comparison_score,primary_rank,primary_rank_percentile,source_split,ava_mean_score,aadb_score
gemini__300__95__ava__selected_high__97560.jpg__58b57530b0,/home/omen_pc1/ava/images/97560.jpg,97560.jpg,ava,selected_high,selected,strong,0.566595,0.574012,0.527986,0.550257,0.554489,801,0.26666666666666666,train,5.648084,
gemini__300__96__ava__selected_high__661189.jpg__c628fa6338,/home/omen_pc1/ava/images/661189.jpg,661189.jpg,ava,selected_high,selected,strong,0.552257,0.559983,0.658469,0.608453,0.598218,326,0.10833333333333334,train,6.296296,
gemini__300__97__ava__rejected_low__895749.jpg__a422c65617,/home/omen_pc1/ava/images/895749.jpg,895749.jpg,ava,rejected_low,not_selected,weak,0.488965,0.322438,0.45404,0.404892,0.400058,2692,0.897,train,4.348066,
gemini__300__98__ava__middle_near_miss__594428.jpg__076b3fb111,/home/omen_pc1/ava/images/594428.jpg,594428.jpg,ava,middle_near_miss,near_miss,medium,0.583168,0.434749,0.449151,0.456792,0.462773,2100,0.6996666666666667,train,6.669753,
gemini__300__99__ava__middle_near_miss__823339.jpg__89e42b4b2f,/home/omen_pc1/ava/images/823339.jpg,823339.jpg,ava,middle_near_miss,near_miss,medium,0.525935,0.400102,0.504075,0.464672,0.460566,1985,0.6613333333333333,train,5.651885,
gemini__300__100__ava__selected_high__906838.jpg__30ef33a324,/home/omen_pc1/ava/images/906838.jpg,906838.jpg,ava,selected_high,selected,strong,0.527257,0.493489,0.624482,0.562362,0.550951,686,0.22833333333333333,train,5.860656,
gemini__300__101__aadb__selected_high__farm4_3808_20158015562_850df8785e_b.jpg__faebce11f5,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm4_3808_20158015562_850df8785e_b.jpg,farm4_3808_20158015562_850df8785e_b.jpg,aadb,selected_high,selected,strong,0.467416,0.550067,1.0,0.766768,0.717643,20,0.006333333333333333,train,,0.8
gemini__300__102__ava__selected_high__101819.jpg__2b5a66ea63,/home/omen_pc1/ava/images/101819.jpg,101819.jpg,ava,selected_high,selected,strong,0.498872,0.625936,0.617437,0.60898,0.603477,324,0.10766666666666666,train,5.422156,
gemini__300__103__ava__rejected_low__163828.jpg__39368b9335,/home/omen_pc1/ava/images/163828.jpg,163828.jpg,ava,rejected_low,not_selected,weak,0.477629,0.461068,0.369228,0.416804,0.426816,2585,0.8613333333333333,train,5.125,
gemini__300__104__ava__selected_high__289024.jpg__5ba80932bc,/home/omen_pc1/ava/images/289024.jpg,289024.jpg,ava,selected_high,selected,strong,0.546887,0.576802,0.570133,0.570476,0.569647,611,0.20333333333333334,train,5.634921,
gemini__300__105__ava__middle_near_miss__217810.jpg__a859d2cd01,/home/omen_pc1/ava/images/217810.jpg,217810.jpg,ava,middle_near_miss,near_miss,medium,0.505624,0.524744,0.448509,0.484714,0.491382,1644,0.5476666666666666,train,5.125,
gemini__300__106__ava__middle_near_miss__768850.jpg__dd9c54bafe,/home/omen_pc1/ava/images/768850.jpg,768850.jpg,ava,middle_near_miss,near_miss,medium,0.542844,0.441374,0.504399,0.483034,0.481805,1662,0.5536666666666666,val,6.268657,
gemini__300__107__aadb__rejected_low__farm1_363_20152121276_f411a3892d_b.jpg__79128cb512,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_363_20152121276_f411a3892d_b.jpg,farm1_363_20152121276_f411a3892d_b.jpg,aadb,rejected_low,not_selected,weak,0.501931,0.395976,0.305586,0.361377,0.375713,2925,0.9746666666666667,train,,0.45
gemini__300__108__ava__rejected_low__364219.jpg__59fac0a24f,/home/omen_pc1/ava/images/364219.jpg,364219.jpg,ava,rejected_low,not_selected,weak,0.570209,0.373046,0.418538,0.415508,0.420817,2605,0.868,test,6.026936,
gemini__300__109__ava__middle_near_miss__925174.jpg__728d9b1fd4,/home/omen_pc1/ava/images/925174.jpg,925174.jpg,ava,middle_near_miss,near_miss,medium,0.540777,0.409035,0.502297,0.46884,0.466101,1916,0.6383333333333333,train,6.447674,
gemini__300__110__ava__middle_near_miss__572081.jpg__0b9a05cb65,/home/omen_pc1/ava/images/572081.jpg,572081.jpg,ava,middle_near_miss,near_miss,medium,0.534249,0.548056,0.491293,0.518294,0.52328,1179,0.39266666666666666,train,4.925134,
gemini__300__111__ava__middle_near_miss__779067.jpg__a3862e6863,/home/omen_pc1/ava/images/779067.jpg,779067.jpg,ava,middle_near_miss,near_miss,medium,0.506142,0.573786,0.402897,0.481577,0.495284,1684,0.561,train,5.525714,
gemini__300__112__ava__selected_high__377912.jpg__c3b9caa750,/home/omen_pc1/ava/images/377912.jpg,377912.jpg,ava,selected_high,selected,strong,0.571583,0.667439,0.499453,0.57386,0.585866,580,0.193,train,5.146939,
gemini__300__113__ava__selected_high__505059.jpg__5fb24de147,/home/omen_pc1/ava/images/505059.jpg,505059.jpg,ava,selected_high,selected,strong,0.566036,0.539975,0.666758,0.605973,0.594597,351,0.11666666666666667,train,6.361702,
gemini__300__114__aadb__rejected_low__farm4_3788_20148590522_b178fecb6f_b.jpg__819f0bfdad,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm4_3788_20148590522_b178fecb6f_b.jpg,farm4_3788_20148590522_b178fecb6f_b.jpg,aadb,rejected_low,not_selected,weak,0.526462,0.464078,0.343065,0.40981,0.42503,2652,0.8836666666666667,train,,0.6
gemini__300__115__ava__rejected_low__802604.jpg__8868ed642d,/home/omen_pc1/ava/images/802604.jpg,802604.jpg,ava,rejected_low,not_selected,weak,0.550246,0.408938,0.457213,0.447206,0.449444,2246,0.7483333333333333,test,5.173228,
gemini__300__116__aadb__selected_high__farm1_300_19993605568_75daa95abd_b.jpg__c94612766a,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_300_19993605568_75daa95abd_b.jpg,farm1_300_19993605568_75daa95abd_b.jpg,aadb,selected_high,selected,strong,0.492229,0.614896,0.5068,0.548581,0.553258,823,0.274,test,,0.9
gemini__300__117__ava__middle_near_miss__271350.jpg__75c77037ae,/home/omen_pc1/ava/images/271350.jpg,271350.jpg,ava,middle_near_miss,near_miss,medium,0.541389,0.490382,0.460214,0.480399,0.485966,1707,0.5686666666666667,train,4.528572,
gemini__300__118__ava__selected_high__836732.jpg__2e23ffc6dc,/home/omen_pc1/ava/images/836732.jpg,836732.jpg,ava,selected_high,selected,strong,0.557708,0.587619,0.514969,0.548303,0.554072,827,0.2753333333333333,train,6.098684,
gemini__300__119__ava__middle_near_miss__236231.jpg__888aa4b182,/home/omen_pc1/ava/images/236231.jpg,236231.jpg,ava,middle_near_miss,near_miss,medium,0.564453,0.588053,0.463138,0.523235,0.534547,1099,0.366,val,4.74359,
gemini__300__120__ava__selected_high__863902.jpg__d332bdb078,/home/omen_pc1/ava/images/863902.jpg,863902.jpg,ava,selected_high,selected,strong,0.557174,0.722405,0.713328,0.701343,0.69399,68,0.022333333333333334,train,5.5,
gemini__300__121__aadb__rejected_low__farm1_360_20123401221_da928d5334_b.jpg__533b44bb03,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_360_20123401221_da928d5334_b.jpg,farm1_360_20123401221_da928d5334_b.jpg,aadb,rejected_low,not_selected,weak,0.503947,0.437581,0.368484,0.409669,0.419897,2655,0.8846666666666667,train,,0.35
gemini__300__122__aadb__middle_near_miss__farm1_328_20022321750_42e8af5fd5_b.jpg__9146ca908f,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_328_20022321750_42e8af5fd5_b.jpg,farm1_328_20022321750_42e8af5fd5_b.jpg,aadb,middle_near_miss,near_miss,medium,0.5517,0.47977,0.43869,0.466423,0.474128,1956,0.6516666666666666,train,,0.5
gemini__300__123__aadb__middle_near_miss__farm1_258_19997849978_b25c023f53_b.jpg__adfdb41a35,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_258_19997849978_b25c023f53_b.jpg,farm1_258_19997849978_b25c023f53_b.jpg,aadb,middle_near_miss,near_miss,medium,0.465147,0.433952,0.506948,0.473569,0.46783,1831,0.61,train,,0.125
gemini__300__124__ava__middle_near_miss__94946.jpg__a0338bb6c5,/home/omen_pc1/ava/images/94946.jpg,94946.jpg,ava,middle_near_miss,near_miss,medium,0.503549,0.481324,0.473369,0.479569,0.481476,1720,0.573,train,4.925094,
gemini__300__125__ava__selected_high__364592.jpg__f5c2190224,/home/omen_pc1/ava/images/364592.jpg,364592.jpg,ava,selected_high,selected,strong,0.544996,0.501191,0.647417,0.578685,0.566252,539,0.17933333333333334,train,5.367713,
gemini__300__126__ava__middle_near_miss__856220.jpg__bfecb7d94e,/home/omen_pc1/ava/images/856220.jpg,856220.jpg,ava,middle_near_miss,near_miss,medium,0.548022,0.519907,0.509969,0.517749,0.520149,1186,0.395,train,5.938389,
gemini__300__127__aadb__middle_near_miss__farm1_389_20251623266_240a192b8d_b.jpg__eb2550cfdb,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_389_20251623266_240a192b8d_b.jpg,farm1_389_20251623266_240a192b8d_b.jpg,aadb,middle_near_miss,near_miss,medium,0.501002,0.443871,0.483682,0.46949,0.468365,1904,0.6343333333333333,train,,0.5
gemini__300__128__aadb__rejected_low__farm1_390_20246211406_3c3f0919b1_b.jpg__41fddf8b20,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_390_20246211406_3c3f0919b1_b.jpg,farm1_390_20246211406_3c3f0919b1_b.jpg,aadb,rejected_low,not_selected,weak,0.51483,0.426989,0.457056,0.450807,0.452192,2202,0.7336666666666667,test,,0.5
gemini__300__129__aadb__rejected_low__farm1_275_20211642841_6cbd3acd4d_b.jpg__26093d8402,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_275_20211642841_6cbd3acd4d_b.jpg,farm1_275_20211642841_6cbd3acd4d_b.jpg,aadb,rejected_low,not_selected,weak,0.472116,0.352368,0.248693,0.312505,0.32886,2998,0.999,val,,0.25
gemini__300__130__ava__rejected_low__512751.jpg__13abcc3bdf,/home/omen_pc1/ava/images/512751.jpg,512751.jpg,ava,rejected_low,not_selected,weak,0.515106,0.504438,0.395231,0.450901,0.462355,2201,0.7333333333333333,train,5.451613,
gemini__300__131__ava__selected_high__546710.jpg__69aa0bc118,/home/omen_pc1/ava/images/546710.jpg,546710.jpg,ava,selected_high,selected,strong,0.524547,0.529382,0.791863,0.660139,0.633649,143,0.04733333333333333,train,5.5,
gemini__300__132__ava__middle_near_miss__887852.jpg__f2a72cae5c,/home/omen_pc1/ava/images/887852.jpg,887852.jpg,ava,middle_near_miss,near_miss,medium,0.532795,0.553406,0.49033,0.519807,0.525084,1153,0.384,val,5.51462,
gemini__300__133__aadb__middle_near_miss__farm1_338_20099324792_c1a08a9724_b.jpg__95799a1d0d,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_338_20099324792_c1a08a9724_b.jpg,farm1_338_20099324792_c1a08a9724_b.jpg,aadb,middle_near_miss,near_miss,medium,0.505162,0.394479,0.600993,0.508804,0.493687,1297,0.432,train,,0.65
gemini__300__134__ava__middle_near_miss__330826.jpg__5d5aa5c316,/home/omen_pc1/ava/images/330826.jpg,330826.jpg,ava,middle_near_miss,near_miss,medium,0.554083,0.533446,0.53504,0.536307,0.537179,932,0.31033333333333335,train,6.256757,
gemini__300__135__aadb__middle_near_miss__farm1_395_19571170684_ccbb9c17b7_b.jpg__dc8a695b72,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_395_19571170684_ccbb9c17b7_b.jpg,farm1_395_19571170684_ccbb9c17b7_b.jpg,aadb,middle_near_miss,near_miss,medium,0.496454,0.545053,0.430706,0.48302,0.492024,1663,0.554,train,,0.65
gemini__300__136__aadb__selected_high__farm1_354_20269637891_830acdc8fc_b.jpg__7578ed8962,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_354_20269637891_830acdc8fc_b.jpg,farm1_354_20269637891_830acdc8fc_b.jpg,aadb,selected_high,selected,strong,0.448545,0.672786,0.497697,0.562817,0.569114,680,0.22633333333333333,test,,0.6
gemini__300__137__aadb__middle_near_miss__farm1_359_20007098569_a212f4bc7a_b.jpg__de4fb9bc3a,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_359_20007098569_a212f4bc7a_b.jpg,farm1_359_20007098569_a212f4bc7a_b.jpg,aadb,middle_near_miss,near_miss,medium,0.50724,0.432871,0.503827,0.475786,0.472409,1800,0.5996666666666667,train,,0.6
gemini__300__138__aadb__middle_near_miss__farm1_266_19471525113_c5da00271b_b.jpg__f5f094c44a,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_266_19471525113_c5da00271b_b.jpg,farm1_266_19471525113_c5da00271b_b.jpg,aadb,middle_near_miss,near_miss,medium,0.532,0.468661,0.444484,0.462906,0.468491,2002,0.667,train,,0.7
gemini__300__139__aadb__middle_near_miss__farm1_436_19928660899_cabcb63b83_b.jpg__c0b34e10c4,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_436_19928660899_cabcb63b83_b.jpg,farm1_436_19928660899_cabcb63b83_b.jpg,aadb,middle_near_miss,near_miss,medium,0.478912,0.587003,0.373367,0.469376,0.485335,1908,0.6356666666666667,test,,0.575
gemini__300__140__ava__rejected_low__249020.jpg__136ec46ea2,/home/omen_pc1/ava/images/249020.jpg,249020.jpg,ava,rejected_low,not_selected,weak,0.504584,0.399607,0.412492,0.416547,0.420508,2590,0.863,train,4.468532,
gemini__300__141__ava__selected_high__166811.jpg__89f225ddbd,/home/omen_pc1/ava/images/166811.jpg,166811.jpg,ava,selected_high,selected,strong,0.497875,0.64616,0.49216,0.554331,0.562317,760,0.253,train,5.037815,
gemini__300__142__aadb__rejected_low__farm1_521_20183162425_09f4ff23dc_b.jpg__f482e9ece8,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_521_20183162425_09f4ff23dc_b.jpg,farm1_521_20183162425_09f4ff23dc_b.jpg,aadb,rejected_low,not_selected,weak,0.539102,0.465054,0.381427,0.430645,0.44271,2443,0.814,train,,0.65
gemini__300__143__ava__rejected_low__140492.jpg__a97c3db2a3,/home/omen_pc1/ava/images/140492.jpg,140492.jpg,ava,rejected_low,not_selected,weak,0.473211,0.400343,0.312988,0.363952,0.376331,2915,0.9713333333333334,train,5.080419,
gemini__300__144__ava__selected_high__781873.jpg__6911ffc88c,/home/omen_pc1/ava/images/781873.jpg,781873.jpg,ava,selected_high,selected,strong,0.459654,0.566117,0.55131,0.548067,0.544225,832,0.277,train,4.005747,
gemini__300__145__ava__selected_high__952167.jpg__62e28d94c3,/home/omen_pc1/ava/images/952167.jpg,952167.jpg,ava,selected_high,selected,strong,0.484445,0.570833,0.813277,0.683416,0.654852,97,0.032,train,4.560241,
gemini__300__146__ava__rejected_low__22848.jpg__46a93d394d,/home/omen_pc1/ava/images/22848.jpg,22848.jpg,ava,rejected_low,not_selected,weak,0.498753,0.483614,0.385553,0.436097,0.44666,2379,0.7926666666666666,val,4.404651,
gemini__300__147__ava__middle_near_miss__77543.jpg__4fa2f48528,/home/omen_pc1/ava/images/77543.jpg,77543.jpg,ava,middle_near_miss,near_miss,medium,0.450545,0.530455,0.458639,0.486556,0.489742,1621,0.54,train,3.854331,
gemini__300__148__ava__middle_near_miss__139678.jpg__e320ef8fe5,/home/omen_pc1/ava/images/139678.jpg,139678.jpg,ava,middle_near_miss,near_miss,medium,0.546909,0.477666,0.461773,0.476644,0.481695,1775,0.5913333333333334,train,4.935154,
gemini__300__149__ava__selected_high__799446.jpg__e15072ca74,/home/omen_pc1/ava/images/799446.jpg,799446.jpg,ava,selected_high,selected,strong,0.509572,0.60344,0.513355,0.549011,0.553326,818,0.2723333333333333,train,5.333334,
gemini__300__150__ava__middle_near_miss__330773.jpg__02bb4f05d7,/home/omen_pc1/ava/images/330773.jpg,330773.jpg,ava,middle_near_miss,near_miss,medium,0.526304,0.501944,0.503344,0.50508,0.506158,1351,0.45,train,4.974729,
gemini__300__151__ava__selected_high__578706.jpg__039794d49c,/home/omen_pc1/ava/images/578706.jpg,578706.jpg,ava,selected_high,selected,strong,0.576769,0.650519,0.646703,0.641236,0.63793,195,0.06466666666666666,test,5.917808,
gemini__300__152__aadb__middle_near_miss__farm1_414_20184570992_f9985ae2ae_b.jpg__435debe6a4,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_414_20184570992_f9985ae2ae_b.jpg,farm1_414_20184570992_f9985ae2ae_b.jpg,aadb,middle_near_miss,near_miss,medium,0.469089,0.486883,0.473918,0.478621,0.479028,1739,0.5793333333333334,train,,0.7
gemini__300__153__ava__middle_near_miss__557048.jpg__5a8ec5bd4f,/home/omen_pc1/ava/images/557048.jpg,557048.jpg,ava,middle_near_miss,near_miss,medium,0.575389,0.519779,0.491865,0.511383,0.516955,1263,0.4206666666666667,train,6.3875,
gemini__300__154__ava__middle_near_miss__600996.jpg__914e4dc05e,/home/omen_pc1/ava/images/600996.jpg,600996.jpg,ava,middle_near_miss,near_miss,medium,0.509091,0.454314,0.58038,0.522825,0.512957,1109,0.36933333333333335,test,5.091503,
gemini__300__155__ava__middle_near_miss__759922.jpg__653e97f080,/home/omen_pc1/ava/images/759922.jpg,759922.jpg,ava,middle_near_miss,near_miss,medium,0.539664,0.522672,0.44746,0.486765,0.495136,1619,0.5393333333333333,train,5.535135,
gemini__300__156__ava__middle_near_miss__658707.jpg__f43ca08243,/home/omen_pc1/ava/images/658707.jpg,658707.jpg,ava,middle_near_miss,near_miss,medium,0.508431,0.509676,0.421254,0.465341,0.47412,1974,0.6576666666666666,train,5.137168,
gemini__300__157__ava__rejected_low__1671.jpg__78d7521c27,/home/omen_pc1/ava/images/1671.jpg,1671.jpg,ava,rejected_low,not_selected,weak,0.536845,0.521814,0.382185,0.453503,0.468217,2163,0.7206666666666667,train,4.352657,
gemini__300__158__ava__rejected_low__699476.jpg__a2e0d7f637,/home/omen_pc1/ava/images/699476.jpg,699476.jpg,ava,rejected_low,not_selected,weak,0.516704,0.489341,0.4173,0.456057,0.464629,2117,0.7053333333333334,train,5.671717,
gemini__300__159__ava__selected_high__567887.jpg__b937140e81,/home/omen_pc1/ava/images/567887.jpg,567887.jpg,ava,selected_high,selected,strong,0.581418,0.582603,0.746903,0.664635,0.648145,134,0.044333333333333336,test,6.833334,
gemini__300__160__ava__middle_near_miss__759685.jpg__221f40be27,/home/omen_pc1/ava/images/759685.jpg,759685.jpg,ava,middle_near_miss,near_miss,medium,0.44242,0.592856,0.482933,0.522851,0.526321,1108,0.369,train,4.773256,
gemini__300__161__ava__middle_near_miss__842002.jpg__f3a351680a,/home/omen_pc1/ava/images/842002.jpg,842002.jpg,ava,middle_near_miss,near_miss,medium,0.499109,0.52772,0.412573,0.467285,0.47737,1939,0.646,train,4.728643,
gemini__300__162__aadb__rejected_low__farm1_364_19908177418_320c333049_b.jpg__81e938b728,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_364_19908177418_320c333049_b.jpg,farm1_364_19908177418_320c333049_b.jpg,aadb,rejected_low,not_selected,weak,0.47065,0.474042,0.40636,0.439862,0.44646,2335,0.778,train,,0.5
gemini__300__163__ava__selected_high__846521.jpg__ab924c7d9b,/home/omen_pc1/ava/images/846521.jpg,846521.jpg,ava,selected_high,selected,strong,0.568128,0.516417,0.573246,0.550003,0.546905,807,0.26866666666666666,train,4.343972,
gemini__300__164__ava__middle_near_miss__121399.jpg__97d32295cd,/home/omen_pc1/ava/images/121399.jpg,121399.jpg,ava,middle_near_miss,near_miss,medium,0.4938,0.430932,0.497963,0.470734,0.467175,1885,0.628,train,5.692557,
gemini__300__165__aadb__rejected_low__farm4_3790_19942571208_c79836300c_b.jpg__67b85ed5f4,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm4_3790_19942571208_c79836300c_b.jpg,farm4_3790_19942571208_c79836300c_b.jpg,aadb,rejected_low,not_selected,weak,0.506885,0.48715,0.390341,0.440719,0.451387,2326,0.775,train,,0.4
gemini__300__166__ava__selected_high__904809.jpg__ff9c498080,/home/omen_pc1/ava/images/904809.jpg,904809.jpg,ava,selected_high,selected,strong,0.570929,0.580613,0.530006,0.554341,0.558918,758,0.25233333333333335,test,5.21656,
gemini__300__167__ava__selected_high__322808.jpg__6b1a506179,/home/omen_pc1/ava/images/322808.jpg,322808.jpg,ava,selected_high,selected,strong,0.550895,0.558214,0.556404,0.556577,0.556392,734,0.24433333333333335,train,5.219512,
gemini__300__168__aadb__rejected_low__farm1_318_20283592465_78a2beb0d3_b.jpg__3694ddfb93,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_318_20283592465_78a2beb0d3_b.jpg,farm1_318_20283592465_78a2beb0d3_b.jpg,aadb,rejected_low,not_selected,weak,0.509063,0.455658,0.363147,0.414743,0.426664,2613,0.8706666666666667,train,,0.4
gemini__300__169__aadb__middle_near_miss__farm1_483_19917392828_855a503199_b.jpg__e680a6bedb,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_483_19917392828_855a503199_b.jpg,farm1_483_19917392828_855a503199_b.jpg,aadb,middle_near_miss,near_miss,medium,0.486094,0.453477,0.468238,0.464119,0.464274,1994,0.6643333333333333,train,,0.45
gemini__300__170__ava__rejected_low__439110.jpg__4a8ef421a2,/home/omen_pc1/ava/images/439110.jpg,439110.jpg,ava,rejected_low,not_selected,weak,0.473972,0.444249,0.373752,0.411973,0.420509,2633,0.8773333333333333,train,6.023148,
gemini__300__171__ava__middle_near_miss__361086.jpg__c46affb81b,/home/omen_pc1/ava/images/361086.jpg,361086.jpg,ava,middle_near_miss,near_miss,medium,0.561809,0.508549,0.54186,0.530531,0.529862,1010,0.3363333333333333,train,5.888325,
gemini__300__172__ava__middle_near_miss__194064.jpg__89790533f8,/home/omen_pc1/ava/images/194064.jpg,194064.jpg,ava,middle_near_miss,near_miss,medium,0.508814,0.491041,0.504741,0.499668,0.499187,1450,0.483,train,5.854166,
gemini__300__173__aadb__middle_near_miss__farm1_460_20020756170_cafc54f5cd_b.jpg__e9cb6e1749,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_460_20020756170_cafc54f5cd_b.jpg,farm1_460_20020756170_cafc54f5cd_b.jpg,aadb,middle_near_miss,near_miss,medium,0.498794,0.432942,0.521431,0.483772,0.478215,1656,0.5516666666666666,train,,0.458
gemini__300__174__aadb__middle_near_miss__farm1_329_20210146681_59822e35a6_b.jpg__b39e76a1e1,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_329_20210146681_59822e35a6_b.jpg,farm1_329_20210146681_59822e35a6_b.jpg,aadb,middle_near_miss,near_miss,medium,0.536765,0.502329,0.46504,0.487128,0.492579,1611,0.5366666666666666,train,,0.5
gemini__300__175__aadb__middle_near_miss__farm1_256_19572485923_d2451e202a_b.jpg__e545825893,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_256_19572485923_d2451e202a_b.jpg,farm1_256_19572485923_d2451e202a_b.jpg,aadb,middle_near_miss,near_miss,medium,0.49632,0.488039,0.582256,0.535976,0.526968,939,0.31266666666666665,train,,0.8
gemini__300__176__aadb__selected_high__farm1_377_19794262990_6ee4d924f2_b.jpg__de38020df9,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_377_19794262990_6ee4d924f2_b.jpg,farm1_377_19794262990_6ee4d924f2_b.jpg,aadb,selected_high,selected,strong,0.538155,0.637921,0.525478,0.571723,0.577979,604,0.201,train,,0.65
gemini__300__177__ava__rejected_low__83120.jpg__61fe84fabe,/home/omen_pc1/ava/images/83120.jpg,83120.jpg,ava,rejected_low,not_selected,weak,0.514268,0.439679,0.318882,0.386739,0.402549,2817,0.9386666666666666,train,5.115151,
gemini__300__178__ava__rejected_low__161750.jpg__2556b46020,/home/omen_pc1/ava/images/161750.jpg,161750.jpg,ava,rejected_low,not_selected,weak,0.515835,0.499177,0.378834,0.440671,0.453539,2327,0.7753333333333333,test,4.969957,
gemini__300__179__aadb__rejected_low__farm4_3763_19661241693_59b46dcd03_b.jpg__7d908c8356,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm4_3763_19661241693_59b46dcd03_b.jpg,farm4_3763_19661241693_59b46dcd03_b.jpg,aadb,rejected_low,not_selected,weak,0.495891,0.33671,0.261543,0.315045,0.33052,2996,0.9983333333333333,test,,0.4
gemini__300__180__ava__middle_near_miss__436826.jpg__beebd0dd29,/home/omen_pc1/ava/images/436826.jpg,436826.jpg,ava,middle_near_miss,near_miss,medium,0.528941,0.4837,0.421665,0.457207,0.465672,2091,0.6966666666666667,train,6.007812,
gemini__300__181__ava__selected_high__671409.jpg__3df01e3e21,/home/omen_pc1/ava/images/671409.jpg,671409.jpg,ava,selected_high,selected,strong,0.586879,0.44246,0.725111,0.598227,0.577183,403,0.134,val,5.898734,
gemini__300__182__ava__selected_high__34025.jpg__d812348cf4,/home/omen_pc1/ava/images/34025.jpg,34025.jpg,ava,selected_high,selected,strong,0.522365,0.557626,0.625489,0.588031,0.579482,471,0.15666666666666668,train,5.642336,
gemini__300__183__ava__middle_near_miss__122169.jpg__3c6c8867f7,/home/omen_pc1/ava/images/122169.jpg,122169.jpg,ava,middle_near_miss,near_miss,medium,0.543788,0.500452,0.550542,0.529831,0.526988,1022,0.3403333333333333,train,5.776667,
gemini__300__184__aadb__selected_high__farm1_288_19911924160_da427beafd_b.jpg__dbb5562367,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_288_19911924160_da427beafd_b.jpg,farm1_288_19911924160_da427beafd_b.jpg,aadb,selected_high,selected,strong,0.465895,0.565325,0.641802,0.59362,0.581001,435,0.14466666666666667,train,,0.6
gemini__300__185__ava__rejected_low__846172.jpg__e4a76cf188,/home/omen_pc1/ava/images/846172.jpg,846172.jpg,ava,rejected_low,not_selected,weak,0.552654,0.44854,0.39374,0.431551,0.442237,2430,0.8096666666666666,train,6.139706,
gemini__300__186__ava__selected_high__134937.jpg__402e52de39,/home/omen_pc1/ava/images/134937.jpg,134937.jpg,ava,selected_high,selected,strong,0.494157,0.823556,0.577648,0.667662,0.675783,127,0.042,train,4.883382,
gemini__300__187__ava__selected_high__491834.jpg__d2c6de55ab,/home/omen_pc1/ava/images/491834.jpg,491834.jpg,ava,selected_high,selected,strong,0.555168,0.60903,0.642804,0.620531,0.61446,277,0.092,train,6.801471,
gemini__300__188__ava__middle_near_miss__669176.jpg__b9a0151775,/home/omen_pc1/ava/images/669176.jpg,669176.jpg,ava,middle_near_miss,near_miss,medium,0.494263,0.637899,0.469505,0.539338,0.548996,904,0.301,train,4.819876,
gemini__300__189__aadb__rejected_low__farm1_445_20245212686_7ed4db4d1c_b.jpg__b1353fb802,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_445_20245212686_7ed4db4d1c_b.jpg,farm1_445_20245212686_7ed4db4d1c_b.jpg,aadb,rejected_low,not_selected,weak,0.521523,0.473219,0.346399,0.414639,0.429737,2614,0.871,train,,0.75
gemini__300__190__ava__middle_near_miss__425709.jpg__03d7d0c573,/home/omen_pc1/ava/images/425709.jpg,425709.jpg,ava,middle_near_miss,near_miss,medium,0.556105,0.530429,0.508404,0.521984,0.52547,1122,0.37366666666666665,val,4.737805,
gemini__300__191__ava__selected_high__365805.jpg__1fd6fa31af,/home/omen_pc1/ava/images/365805.jpg,365805.jpg,ava,selected_high,selected,strong,0.577717,0.637781,0.521204,0.573486,0.582141,583,0.194,train,5.331081,
